,word,pos,lemma,year,president
0,in,IN,In,1875,Ulysses S. Grant
1,march,NNP,March,1875,Ulysses S. Grant
2,last,JJ,last,1875,Ulysses S. Grant
3,an,DT,an,1875,Ulysses S. Grant
4,arrangement,NN,arrangement,1875,Ulysses S. Grant
5,was,VBD,be,1875,Ulysses S. Grant
6,made,VBN,make,1875,Ulysses S. Grant
7,through,IN,through,1875,Ulysses S. Grant
8,mr.,NNP,Mr.,1875,Ulysses S. Grant
9,cushing,NNP,Cushing,1875,Ulysses S. Grant
10,our,PRP$,our,1875,Ulysses S. Grant
11,minister,NN,minister,1875,Ulysses S. Grant
12,in,IN,in,1875,Ulysses S. Grant
13,madrid,NNP,Madrid,1875,Ulysses S. Grant
14,with,IN,with,1875,Ulysses S. Grant
15,the,DT,the,1875,Ulysses S. Grant
16,spanish,JJ,Spanish,1875,Ulysses S. Grant
17,government,NNP,Government,1875,Ulysses S. Grant
18,for,IN,for,1875,Ulysses S. Grant
19,the,DT,the,1875,Ulysses S. Grant
20,payment,NN,payment,1875,Ulysses S. Grant
21,by,IN,by,1875,Ulysses S. Grant
22,the,DT,the,1875,Ulysses S. Grant
23,latter,NN,latter,1875,Ulysses S. Grant
24,to,TO,to,1875,Ulysses S. Grant
25,the,DT,the,1875,Ulysses S. Grant
26,united,NNP,United,1875,Ulysses S. Grant
27,states,NNPS,States,1875,Ulysses S. Grant
28,of,IN,of,1875,Ulysses S. Grant
29,the,DT,the,1875,Ulysses S. Grant
30,sum,NN,sum,1875,Ulysses S. Grant
31,of,IN,of,1875,Ulysses S. Grant
32,"80,000",CD,"80,000",1875,Ulysses S. Grant
33,in,IN,in,1875,Ulysses S. Grant
34,coin,NN,coin,1875,Ulysses S. Grant
35,for,IN,for,1875,Ulysses S. Grant
36,the,DT,the,1875,Ulysses S. Grant
37,purpose,NN,purpose,1875,Ulysses S. Grant
38,of,IN,of,1875,Ulysses S. Grant
39,the,DT,the,1875,Ulysses S. Grant
40,relief,NN,relief,1875,Ulysses S. Grant
41,of,IN,of,1875,Ulysses S. Grant
42,the,DT,the,1875,Ulysses S. Grant
43,families,NNS,family,1875,Ulysses S. Grant
44,or,CC,or,1875,Ulysses S. Grant
45,persons,NNS,person,1875,Ulysses S. Grant
46,of,IN,of,1875,Ulysses S. Grant
47,the,DT,the,1875,Ulysses S. Grant
48,ship,NN,ship,1875,Ulysses S. Grant
49,'s,POS,'s,1875,Ulysses S. Grant
50,company,NN,company,1875,Ulysses S. Grant
51,and,CC,and,1875,Ulysses S. Grant
52,certain,JJ,certain,1875,Ulysses S. Grant
53,passengers,NNS,passenger,1875,Ulysses S. Grant
54,of,IN,of,1875,Ulysses S. Grant
55,the,DT,the,1875,Ulysses S. Grant
56,virginius,NNP,Virginius,1875,Ulysses S. Grant
57,this,DT,This,1875,Ulysses S. Grant
58,sum,NN,sum,1875,Ulysses S. Grant
59,was,VBD,be,1875,Ulysses S. Grant
60,to,TO,to,1875,Ulysses S. Grant
61,have,VB,have,1875,Ulysses S. Grant
62,been,VBN,be,1875,Ulysses S. Grant
63,paid,VBN,pay,1875,Ulysses S. Grant
64,in,IN,in,1875,Ulysses S. Grant
65,three,CD,three,1875,Ulysses S. Grant
66,installments,NNS,installment,1875,Ulysses S. Grant
67,at,IN,at,1875,Ulysses S. Grant
68,two,CD,two,1875,Ulysses S. Grant
69,months,NNS,month,1875,Ulysses S. Grant
70,each,DT,each,1875,Ulysses S. Grant
71,it,PRP,It,1875,Ulysses S. Grant
72,is,VBZ,be,1875,Ulysses S. Grant
73,due,JJ,due,1875,Ulysses S. Grant
74,to,TO,to,1875,Ulysses S. Grant
75,the,DT,the,1875,Ulysses S. Grant
76,spanish,JJ,Spanish,1875,Ulysses S. Grant
77,government,NNP,Government,1875,Ulysses S. Grant
78,that,IN,that,1875,Ulysses S. Grant
79,i,PRP,I,1875,Ulysses S. Grant
80,should,MD,should,1875,Ulysses S. Grant
81,state,NN,state,1875,Ulysses S. Grant
82,that,IN,that,1875,Ulysses S. Grant
83,the,DT,the,1875,Ulysses S. Grant
84,payments,NNS,payment,1875,Ulysses S. Grant
85,were,VBD,be,1875,Ulysses S. Grant
86,fully,RB,fully,1875,Ulysses S. Grant
87,and,CC,and,1875,Ulysses S. Grant
88,spontaneously,RB,spontaneously,1875,Ulysses S. Grant
89,anticipated,VBN,anticipate,1875,Ulysses S. Grant
90,by,IN,by,1875,Ulysses S. Grant
91,that,DT,that,1875,Ulysses S. Grant
92,government,NNP,Government,1875,Ulysses S. Grant
93,and,CC,and,1875,Ulysses S. Grant
94,that,IN,that,1875,Ulysses S. Grant
95,the,DT,the,1875,Ulysses S. Grant
96,whole,JJ,whole,1875,Ulysses S. Grant
97,amount,NN,amount,1875,Ulysses S. Grant
98,was,VBD,be,1875,Ulysses S. Grant
99,paid,VBN,pay,1875,Ulysses S. Grant
100,within,IN,within,1875,Ulysses S. Grant
101,but,CC,but,1875,Ulysses S. Grant
102,a,DT,a,1875,Ulysses S. Grant
103,few,JJ,few,1875,Ulysses S. Grant
104,days,NNS,day,1875,Ulysses S. Grant
105,more,JJR,more,1875,Ulysses S. Grant
106,than,IN,than,1875,Ulysses S. Grant
107,two,CD,two,1875,Ulysses S. Grant
108,months,NNS,month,1875,Ulysses S. Grant
109,from,IN,from,1875,Ulysses S. Grant
110,the,DT,the,1875,Ulysses S. Grant
111,date,NN,date,1875,Ulysses S. Grant
112,of,IN,of,1875,Ulysses S. Grant
113,the,DT,the,1875,Ulysses S. Grant
114,agreement,NN,agreement,1875,Ulysses S. Grant
115,a,DT,a,1875,Ulysses S. Grant
116,copy,NN,copy,1875,Ulysses S. Grant
117,of,IN,of,1875,Ulysses S. Grant
118,which,WDT,which,1875,Ulysses S. Grant
119,is,VBZ,be,1875,Ulysses S. Grant
120,herewith,JJ,herewith,1875,Ulysses S. Grant
121,transmitted,JJ,transmitted,1875,Ulysses S. Grant
122,in,IN,In,1875,Ulysses S. Grant
123,pursuance,NN,pursuance,1875,Ulysses S. Grant
124,of,IN,of,1875,Ulysses S. Grant
125,the,DT,the,1875,Ulysses S. Grant
126,terms,NNS,term,1875,Ulysses S. Grant
127,of,IN,of,1875,Ulysses S. Grant
128,the,DT,the,1875,Ulysses S. Grant
129,adjustment,NN,adjustment,1875,Ulysses S. Grant
130,i,PRP,I,1875,Ulysses S. Grant
131,have,VBP,have,1875,Ulysses S. Grant
132,directed,VBN,direct,1875,Ulysses S. Grant
133,the,DT,the,1875,Ulysses S. Grant
134,distribution,NN,distribution,1875,Ulysses S. Grant
135,of,IN,of,1875,Ulysses S. Grant
136,the,DT,the,1875,Ulysses S. Grant
137,amount,NN,amount,1875,Ulysses S. Grant
138,among,IN,among,1875,Ulysses S. Grant
139,the,DT,the,1875,Ulysses S. Grant
140,parties,NNS,party,1875,Ulysses S. Grant
141,entitled,VBD,entitle,1875,Ulysses S. Grant
142,thereto,NN,thereto,1875,Ulysses S. Grant
143,including,VBG,include,1875,Ulysses S. Grant
144,the,DT,the,1875,Ulysses S. Grant
145,ship,NN,ship,1875,Ulysses S. Grant
146,'s,POS,'s,1875,Ulysses S. Grant
147,company,NN,company,1875,Ulysses S. Grant
148,and,CC,and,1875,Ulysses S. Grant
149,such,JJ,such,1875,Ulysses S. Grant
150,of,IN,of,1875,Ulysses S. Grant
151,the,DT,the,1875,Ulysses S. Grant
152,passengers,NNS,passenger,1875,Ulysses S. Grant
153,as,IN,as,1875,Ulysses S. Grant
154,were,VBD,be,1875,Ulysses S. Grant
155,american,JJ,American,1875,Ulysses S. Grant
156,citizens,NNS,citizen,1875,Ulysses S. Grant
157,payments,NNS,Payments,1875,Ulysses S. Grant
158,are,VBP,be,1875,Ulysses S. Grant
159,made,VBN,make,1875,Ulysses S. Grant
160,accordingly,RB,accordingly,1875,Ulysses S. Grant
161,on,IN,on,1875,Ulysses S. Grant
162,the,DT,the,1875,Ulysses S. Grant
163,application,NN,application,1875,Ulysses S. Grant
164,by,IN,by,1875,Ulysses S. Grant
165,the,DT,the,1875,Ulysses S. Grant
166,parties,NNS,party,1875,Ulysses S. Grant
167,entitled,VBD,entitle,1875,Ulysses S. Grant
168,thereto,NN,thereto,1875,Ulysses S. Grant
169,the,DT,The,1875,Ulysses S. Grant
170,past,JJ,past,1875,Ulysses S. Grant
171,year,NN,year,1875,Ulysses S. Grant
172,has,VBZ,have,1875,Ulysses S. Grant
173,furnished,VBN,furnish,1875,Ulysses S. Grant
174,no,DT,no,1875,Ulysses S. Grant
175,evidence,NN,evidence,1875,Ulysses S. Grant
176,of,IN,of,1875,Ulysses S. Grant
177,an,DT,an,1875,Ulysses S. Grant
178,approaching,VBG,approach,1875,Ulysses S. Grant
179,termination,NN,termination,1875,Ulysses S. Grant
180,of,IN,of,1875,Ulysses S. Grant
181,the,DT,the,1875,Ulysses S. Grant
182,ruinous,JJ,ruinous,1875,Ulysses S. Grant
183,conflict,NN,conflict,1875,Ulysses S. Grant
184,which,WDT,which,1875,Ulysses S. Grant
185,has,VBZ,have,1875,Ulysses S. Grant
186,been,VBN,be,1875,Ulysses S. Grant
187,raging,VBG,rag,1875,Ulysses S. Grant
188,for,IN,for,1875,Ulysses S. Grant
189,seven,CD,seven,1875,Ulysses S. Grant
190,years,NNS,year,1875,Ulysses S. Grant
191,in,IN,in,1875,Ulysses S. Grant
192,the,DT,the,1875,Ulysses S. Grant
193,neighboring,JJ,neighboring,1875,Ulysses S. Grant
194,island,NN,island,1875,Ulysses S. Grant
195,of,IN,of,1875,Ulysses S. Grant
196,cuba,NNP,Cuba,1875,Ulysses S. Grant
197,the,DT,The,1875,Ulysses S. Grant
198,same,JJ,same,1875,Ulysses S. Grant
199,disregard,NN,disregard,1875,Ulysses S. Grant
200,of,IN,of,1875,Ulysses S. Grant
201,the,DT,the,1875,Ulysses S. Grant
202,laws,NNS,law,1875,Ulysses S. Grant
203,of,IN,of,1875,Ulysses S. Grant
204,civilized,VBN,civilize,1875,Ulysses S. Grant
205,warfare,NN,warfare,1875,Ulysses S. Grant
206,and,CC,and,1875,Ulysses S. Grant
207,of,IN,of,1875,Ulysses S. Grant
