,word,pos,lemma,year,president
0,this,DT,This,1896,Grover Cleveland
1,statute,NN,statute,1896,Grover Cleveland
2,took,VBD,take,1896,Grover Cleveland
3,effect,NN,effect,1896,Grover Cleveland
4,on,IN,on,1896,Grover Cleveland
5,the,DT,the,1896,Grover Cleveland
6,28th,JJ,28th,1896,Grover Cleveland
7,day,NN,day,1896,Grover Cleveland
8,of,IN,of,1896,Grover Cleveland
9,august,NNP,August,1896,Grover Cleveland
10,1894,CD,1894,1896,Grover Cleveland
11,whatever,WDT,Whatever,1896,Grover Cleveland
12,may,MD,may,1896,Grover Cleveland
13,be,VB,be,1896,Grover Cleveland
14,its,PRP$,its,1896,Grover Cleveland
15,shortcomings,NNS,shortcoming,1896,Grover Cleveland
16,as,IN,as,1896,Grover Cleveland
17,a,DT,a,1896,Grover Cleveland
18,complete,JJ,complete,1896,Grover Cleveland
19,measure,NN,measure,1896,Grover Cleveland
20,of,IN,of,1896,Grover Cleveland
21,tariff,NN,tariff,1896,Grover Cleveland
22,reform,NN,reform,1896,Grover Cleveland
23,it,PRP,it,1896,Grover Cleveland
24,must,MD,must,1896,Grover Cleveland
25,be,VB,be,1896,Grover Cleveland
26,conceded,VBN,concede,1896,Grover Cleveland
27,that,IN,that,1896,Grover Cleveland
28,it,PRP,it,1896,Grover Cleveland
29,has,VBZ,have,1896,Grover Cleveland
30,opened,VBN,open,1896,Grover Cleveland
31,the,DT,the,1896,Grover Cleveland
32,way,NN,way,1896,Grover Cleveland
33,to,TO,to,1896,Grover Cleveland
34,a,DT,a,1896,Grover Cleveland
35,freer,NN,freer,1896,Grover Cleveland
36,and,CC,and,1896,Grover Cleveland
37,greater,JJR,great,1896,Grover Cleveland
38,exchange,NN,exchange,1896,Grover Cleveland
39,of,IN,of,1896,Grover Cleveland
40,commodities,NNS,commodity,1896,Grover Cleveland
41,between,IN,between,1896,Grover Cleveland
42,us,PRP,us,1896,Grover Cleveland
43,and,CC,and,1896,Grover Cleveland
44,other,JJ,other,1896,Grover Cleveland
45,countries,NNS,country,1896,Grover Cleveland
46,and,CC,and,1896,Grover Cleveland
47,thus,RB,thus,1896,Grover Cleveland
48,furnished,VBD,furnish,1896,Grover Cleveland
49,a,DT,a,1896,Grover Cleveland
50,wider,NN,wider,1896,Grover Cleveland
51,market,NN,market,1896,Grover Cleveland
52,for,IN,for,1896,Grover Cleveland
53,our,PRP$,our,1896,Grover Cleveland
54,products,NNS,product,1896,Grover Cleveland
55,and,CC,and,1896,Grover Cleveland
56,manufactures,NNS,manufacture,1896,Grover Cleveland
57,the,DT,The,1896,Grover Cleveland
58,only,JJ,only,1896,Grover Cleveland
59,entire,JJ,entire,1896,Grover Cleveland
60,fiscal,JJ,fiscal,1896,Grover Cleveland
61,year,NN,year,1896,Grover Cleveland
62,during,IN,during,1896,Grover Cleveland
63,which,WDT,which,1896,Grover Cleveland
64,this,DT,this,1896,Grover Cleveland
65,law,NN,law,1896,Grover Cleveland
66,has,VBZ,have,1896,Grover Cleveland
67,been,VBN,be,1896,Grover Cleveland
68,in,IN,in,1896,Grover Cleveland
69,force,NN,force,1896,Grover Cleveland
70,ended,VBN,end,1896,Grover Cleveland
71,on,IN,on,1896,Grover Cleveland
72,the,DT,the,1896,Grover Cleveland
73,30th,JJ,30th,1896,Grover Cleveland
74,day,NN,day,1896,Grover Cleveland
75,of,IN,of,1896,Grover Cleveland
76,june,NNP,June,1896,Grover Cleveland
77,1896,CD,1896,1896,Grover Cleveland
78,in,IN,In,1896,Grover Cleveland
79,that,DT,that,1896,Grover Cleveland
80,year,NN,year,1896,Grover Cleveland
81,our,PRP$,our,1896,Grover Cleveland
82,imports,NNS,import,1896,Grover Cleveland
83,increased,VBD,increase,1896,Grover Cleveland
84,over,IN,over,1896,Grover Cleveland
85,those,DT,those,1896,Grover Cleveland
86,of,IN,of,1896,Grover Cleveland
87,the,DT,the,1896,Grover Cleveland
88,previous,JJ,previous,1896,Grover Cleveland
89,year,NN,year,1896,Grover Cleveland
90,more,JJR,more,1896,Grover Cleveland
91,than,IN,than,1896,Grover Cleveland
92,"6,500,000",CD,"6,500,000",1896,Grover Cleveland
93,while,IN,while,1896,Grover Cleveland
94,the,DT,the,1896,Grover Cleveland
95,value,NN,value,1896,Grover Cleveland
96,of,IN,of,1896,Grover Cleveland
97,the,DT,the,1896,Grover Cleveland
98,domestic,JJ,domestic,1896,Grover Cleveland
99,products,NNS,product,1896,Grover Cleveland
100,we,PRP,we,1896,Grover Cleveland
101,exported,VBD,export,1896,Grover Cleveland
102,and,CC,and,1896,Grover Cleveland
103,which,WDT,which,1896,Grover Cleveland
104,found,VBD,find,1896,Grover Cleveland
105,markets,NNS,market,1896,Grover Cleveland
106,abroad,RB,abroad,1896,Grover Cleveland
107,was,VBD,be,1896,Grover Cleveland
108,nearly,RB,nearly,1896,Grover Cleveland
109,"70,000,000",CD,"70,000,000",1896,Grover Cleveland
110,more,JJR,more,1896,Grover Cleveland
111,than,IN,than,1896,Grover Cleveland
112,during,IN,during,1896,Grover Cleveland
113,the,DT,the,1896,Grover Cleveland
114,preceding,JJ,preceding,1896,Grover Cleveland
115,year,NN,year,1896,Grover Cleveland
116,those,DT,Those,1896,Grover Cleveland
117,who,WP,who,1896,Grover Cleveland
118,insist,VBP,insist,1896,Grover Cleveland
119,that,IN,that,1896,Grover Cleveland
120,the,DT,the,1896,Grover Cleveland
121,cost,NN,cost,1896,Grover Cleveland
122,to,TO,to,1896,Grover Cleveland
