,word,pos,lemma,year,president
0,continued,JJ,Continued,1871,Ulysses S. Grant
1,fluctuations,NNS,fluctuation,1871,Ulysses S. Grant
2,in,IN,in,1871,Ulysses S. Grant
3,the,DT,the,1871,Ulysses S. Grant
4,value,NN,value,1871,Ulysses S. Grant
5,of,IN,of,1871,Ulysses S. Grant
6,gold,NN,gold,1871,Ulysses S. Grant
7,as,IN,as,1871,Ulysses S. Grant
8,compared,VBN,compare,1871,Ulysses S. Grant
9,with,IN,with,1871,Ulysses S. Grant
10,the,DT,the,1871,Ulysses S. Grant
11,national,JJ,national,1871,Ulysses S. Grant
12,currency,NN,currency,1871,Ulysses S. Grant
13,has,VBZ,have,1871,Ulysses S. Grant
14,a,DT,a,1871,Ulysses S. Grant
15,most,RBS,most,1871,Ulysses S. Grant
16,damaging,JJ,damaging,1871,Ulysses S. Grant
17,effect,NN,effect,1871,Ulysses S. Grant
18,upon,IN,upon,1871,Ulysses S. Grant
19,the,DT,the,1871,Ulysses S. Grant
20,increase,NN,increase,1871,Ulysses S. Grant
21,and,CC,and,1871,Ulysses S. Grant
22,development,NN,development,1871,Ulysses S. Grant
23,of,IN,of,1871,Ulysses S. Grant
24,the,DT,the,1871,Ulysses S. Grant
25,country,NN,country,1871,Ulysses S. Grant
26,in,IN,in,1871,Ulysses S. Grant
27,keeping,VBG,keep,1871,Ulysses S. Grant
28,up,RP,up,1871,Ulysses S. Grant
29,prices,NNS,price,1871,Ulysses S. Grant
30,of,IN,of,1871,Ulysses S. Grant
31,all,DT,all,1871,Ulysses S. Grant
32,articles,NNS,article,1871,Ulysses S. Grant
33,necessary,JJ,necessary,1871,Ulysses S. Grant
34,in,IN,in,1871,Ulysses S. Grant
35,everyday,JJ,everyday,1871,Ulysses S. Grant
36,life,NN,life,1871,Ulysses S. Grant
37,it,PRP,It,1871,Ulysses S. Grant
38,fosters,VBZ,foster,1871,Ulysses S. Grant
39,a,DT,a,1871,Ulysses S. Grant
40,spirit,NN,spirit,1871,Ulysses S. Grant
41,of,IN,of,1871,Ulysses S. Grant
42,gambling,NN,gambling,1871,Ulysses S. Grant
43,prejudicial,JJ,prejudicial,1871,Ulysses S. Grant
44,alike,NN,alike,1871,Ulysses S. Grant
45,to,TO,to,1871,Ulysses S. Grant
46,national,JJ,national,1871,Ulysses S. Grant
47,morals,NNS,moral,1871,Ulysses S. Grant
48,and,CC,and,1871,Ulysses S. Grant
49,the,DT,the,1871,Ulysses S. Grant
50,national,JJ,national,1871,Ulysses S. Grant
51,finances,NNS,finance,1871,Ulysses S. Grant
52,if,IN,If,1871,Ulysses S. Grant
53,the,DT,the,1871,Ulysses S. Grant
54,question,NN,question,1871,Ulysses S. Grant
55,can,MD,can,1871,Ulysses S. Grant
56,be,VB,be,1871,Ulysses S. Grant
57,met,VBN,meet,1871,Ulysses S. Grant
58,as,IN,as,1871,Ulysses S. Grant
59,to,TO,to,1871,Ulysses S. Grant
