,word,pos,lemma,year,president
0,the,DT,The,1822,James Monroe
1,fiscal,JJ,fiscal,1822,James Monroe
2,operations,NNS,operation,1822,James Monroe
3,of,IN,of,1822,James Monroe
4,the,DT,the,1822,James Monroe
5,year,NN,year,1822,James Monroe
6,have,VBP,have,1822,James Monroe
7,been,VBN,be,1822,James Monroe
8,more,RBR,more,1822,James Monroe
9,successful,JJ,successful,1822,James Monroe
10,than,IN,than,1822,James Monroe
11,had,VBD,have,1822,James Monroe
12,been,VBN,be,1822,James Monroe
13,anticipated,VBN,anticipate,1822,James Monroe
14,at,IN,at,1822,James Monroe
15,the,DT,the,1822,James Monroe
16,commencement,NN,commencement,1822,James Monroe
17,of,IN,of,1822,James Monroe
18,the,DT,the,1822,James Monroe
19,last,JJ,last,1822,James Monroe
20,session,NN,session,1822,James Monroe
21,of,IN,of,1822,James Monroe
22,congress,NNP,Congress,1822,James Monroe
23,the,DT,The,1822,James Monroe
24,receipts,NNS,receipt,1822,James Monroe
25,into,IN,into,1822,James Monroe
26,the,DT,the,1822,James Monroe
27,treasury,NNP,Treasury,1822,James Monroe
28,during,IN,during,1822,James Monroe
29,the,DT,the,1822,James Monroe
30,three,CD,three,1822,James Monroe
31,first,JJ,first,1822,James Monroe
32,quarters,NNS,quarter,1822,James Monroe
33,of,IN,of,1822,James Monroe
34,the,DT,the,1822,James Monroe
35,year,NN,year,1822,James Monroe
36,have,VBP,have,1822,James Monroe
37,exceeded,VBN,exceed,1822,James Monroe
38,the,DT,the,1822,James Monroe
39,sum,NN,sum,1822,James Monroe
40,of,IN,of,1822,James Monroe
41,14.745,CD,14.745,1822,James Monroe
42,million,CD,million,1822,James Monroe
43,the,DT,The,1822,James Monroe
44,payments,NNS,payment,1822,James Monroe
45,made,VBN,make,1822,James Monroe
46,at,IN,at,1822,James Monroe
47,the,DT,the,1822,James Monroe
48,treasury,NNP,Treasury,1822,James Monroe
49,during,IN,during,1822,James Monroe
50,the,DT,the,1822,James Monroe
51,same,JJ,same,1822,James Monroe
52,period,NN,period,1822,James Monroe
53,have,VBP,have,1822,James Monroe
54,exceeded,VBN,exceed,1822,James Monroe
55,12.279,CD,12.279,1822,James Monroe
56,million,CD,million,1822,James Monroe
57,leaving,VBG,leave,1822,James Monroe
58,the,DT,the,1822,James Monroe
59,treasury,NNP,Treasury,1822,James Monroe
60,on,IN,on,1822,James Monroe
61,the,DT,the,1822,James Monroe
62,30th,JJ,30th,1822,James Monroe
63,day,NN,day,1822,James Monroe
64,of,IN,of,1822,James Monroe
65,september,NNP,September,1822,James Monroe
66,last,JJ,last,1822,James Monroe
67,including,VBG,include,1822,James Monroe
68,"1,168,592.24",CD,"1,168,592.24",1822,James Monroe
69,which,WDT,which,1822,James Monroe
70,were,VBD,be,1822,James Monroe
71,in,IN,in,1822,James Monroe
72,the,DT,the,1822,James Monroe
73,treasury,NNP,Treasury,1822,James Monroe
74,on,IN,on,1822,James Monroe
75,the,DT,the,1822,James Monroe
76,first,JJ,first,1822,James Monroe
77,day,NN,day,1822,James Monroe
78,of,IN,of,1822,James Monroe
79,january,NNP,January,1822,James Monroe
80,last,JJ,last,1822,James Monroe
81,a,DT,a,1822,James Monroe
82,sum,NN,sum,1822,James Monroe
83,exceeding,VBG,exceed,1822,James Monroe
84,4.128,CD,4.128,1822,James Monroe
85,million,CD,million,1822,James Monroe
86,besides,IN,Besides,1822,James Monroe
87,discharging,VBG,discharge,1822,James Monroe
88,all,DT,all,1822,James Monroe
89,demands,NNS,demand,1822,James Monroe
90,for,IN,for,1822,James Monroe
91,the,DT,the,1822,James Monroe
92,current,JJ,current,1822,James Monroe
93,service,NN,service,1822,James Monroe
94,of,IN,of,1822,James Monroe
95,the,DT,the,1822,James Monroe
96,year,NN,year,1822,James Monroe
97,including,VBG,include,1822,James Monroe
98,the,DT,the,1822,James Monroe
99,interest,NN,interest,1822,James Monroe
100,and,CC,and,1822,James Monroe
101,reimbursement,NN,reimbursement,1822,James Monroe
102,of,IN,of,1822,James Monroe
103,the,DT,the,1822,James Monroe
104,public,JJ,public,1822,James Monroe
105,debt,NN,debt,1822,James Monroe
106,the,DT,the,1822,James Monroe
107,6,CD,6,1822,James Monroe
108,percent,NN,percent,1822,James Monroe
109,stock,NN,stock,1822,James Monroe
110,of,IN,of,1822,James Monroe
111,1796,CD,1796,1822,James Monroe
112,amounting,VBG,amount,1822,James Monroe
113,to,TO,to,1822,James Monroe
114,"80,000",CD,"80,000",1822,James Monroe
115,has,VBZ,have,1822,James Monroe
116,been,VBN,be,1822,James Monroe
117,redeemed,VBN,redeem,1822,James Monroe
118,it,PRP,It,1822,James Monroe
119,is,VBZ,be,1822,James Monroe
120,estimated,VBN,estimate,1822,James Monroe
121,that,IN,that,1822,James Monroe
122,after,IN,after,1822,James Monroe
123,defraying,VBG,defray,1822,James Monroe
124,the,DT,the,1822,James Monroe
125,current,JJ,current,1822,James Monroe
126,expenses,NNS,expense,1822,James Monroe
127,of,IN,of,1822,James Monroe
128,the,DT,the,1822,James Monroe
129,present,JJ,present,1822,James Monroe
130,quarter,NN,quarter,1822,James Monroe
131,and,CC,and,1822,James Monroe
132,redeeming,VBG,redeem,1822,James Monroe
133,the,DT,the,1822,James Monroe
134,2,CD,2,1822,James Monroe
135,million,CD,million,1822,James Monroe
136,of,IN,of,1822,James Monroe
137,6,CD,6,1822,James Monroe
138,percent,JJ,percent,1822,James Monroe
139,stock,NN,stock,1822,James Monroe
140,of,IN,of,1822,James Monroe
141,1820,CD,1820,1822,James Monroe
142,there,EX,there,1822,James Monroe
143,will,MD,will,1822,James Monroe
144,remain,VB,remain,1822,James Monroe
145,in,IN,in,1822,James Monroe
146,the,DT,the,1822,James Monroe
147,treasury,NNP,Treasury,1822,James Monroe
148,on,IN,on,1822,James Monroe
149,the,DT,the,1822,James Monroe
150,first,JJ,first,1822,James Monroe
151,of,IN,of,1822,James Monroe
152,january,NNP,January,1822,James Monroe
153,next,JJ,next,1822,James Monroe
154,nearly,RB,nearly,1822,James Monroe
155,3,CD,3,1822,James Monroe
156,million,CD,million,1822,James Monroe
157,it,PRP,It,1822,James Monroe
158,is,VBZ,be,1822,James Monroe
159,estimated,VBN,estimate,1822,James Monroe
160,that,IN,that,1822,James Monroe
161,the,DT,the,1822,James Monroe
162,gross,JJ,gross,1822,James Monroe
163,amount,NN,amount,1822,James Monroe
164,of,IN,of,1822,James Monroe
165,duties,NNS,duty,1822,James Monroe
166,which,WDT,which,1822,James Monroe
167,have,VBP,have,1822,James Monroe
168,been,VBN,be,1822,James Monroe
169,secured,VBN,secure,1822,James Monroe
170,from,IN,from,1822,James Monroe
171,the,DT,the,1822,James Monroe
172,first,JJ,first,1822,James Monroe
173,of,IN,of,1822,James Monroe
174,january,NNP,January,1822,James Monroe
175,to,TO,to,1822,James Monroe
176,the,DT,the,1822,James Monroe
177,30th,CD,30th,1822,James Monroe
178,of,IN,of,1822,James Monroe
179,september,NNP,September,1822,James Monroe
180,last,JJ,last,1822,James Monroe
181,has,VBZ,have,1822,James Monroe
182,exceeded,VBN,exceed,1822,James Monroe
183,19.5,CD,19.5,1822,James Monroe
184,million,CD,million,1822,James Monroe
185,and,CC,and,1822,James Monroe
186,the,DT,the,1822,James Monroe
187,amount,NN,amount,1822,James Monroe
188,for,IN,for,1822,James Monroe
189,the,DT,the,1822,James Monroe
190,whole,JJ,whole,1822,James Monroe
191,year,NN,year,1822,James Monroe
192,will,MD,will,1822,James Monroe
193,probably,RB,probably,1822,James Monroe
194,not,RB,not,1822,James Monroe
195,fall,VB,fall,1822,James Monroe
196,short,JJ,short,1822,James Monroe
197,of,IN,of,1822,James Monroe
198,23,CD,23,1822,James Monroe
