,word,pos,lemma,year,president
0,while,IN,While,1856,Franklin Pierce
1,by,IN,by,1856,Franklin Pierce
2,this,DT,this,1856,Franklin Pierce
3,act,NN,act,1856,Franklin Pierce
4,the,DT,the,1856,Franklin Pierce
5,principle,NN,principle,1856,Franklin Pierce
6,of,IN,of,1856,Franklin Pierce
7,constitution,NN,constitution,1856,Franklin Pierce
8,for,IN,for,1856,Franklin Pierce
9,each,DT,each,1856,Franklin Pierce
10,of,IN,of,1856,Franklin Pierce
11,the,DT,the,1856,Franklin Pierce
12,territories,NNP,Territories,1856,Franklin Pierce
13,was,VBD,be,1856,Franklin Pierce
14,one,CD,one,1856,Franklin Pierce
15,and,CC,and,1856,Franklin Pierce
16,the,DT,the,1856,Franklin Pierce
17,same,JJ,same,1856,Franklin Pierce
18,and,CC,and,1856,Franklin Pierce
19,the,DT,the,1856,Franklin Pierce
20,details,NNS,detail,1856,Franklin Pierce
21,of,IN,of,1856,Franklin Pierce
22,organic,JJ,organic,1856,Franklin Pierce
23,legislation,NN,legislation,1856,Franklin Pierce
24,regarding,NN,regarding,1856,Franklin Pierce
25,both,DT,both,1856,Franklin Pierce
26,were,VBD,be,1856,Franklin Pierce
27,as,RB,as,1856,Franklin Pierce
28,nearly,RB,nearly,1856,Franklin Pierce
29,as,IN,as,1856,Franklin Pierce
30,could,MD,could,1856,Franklin Pierce
31,be,VB,be,1856,Franklin Pierce
32,identical,JJ,identical,1856,Franklin Pierce
33,and,CC,and,1856,Franklin Pierce
34,while,IN,while,1856,Franklin Pierce
35,the,DT,the,1856,Franklin Pierce
36,territory,NNP,Territory,1856,Franklin Pierce
37,of,IN,of,1856,Franklin Pierce
38,nebraska,NNP,Nebraska,1856,Franklin Pierce
39,was,VBD,be,1856,Franklin Pierce
40,tranquilly,RB,tranquilly,1856,Franklin Pierce
41,and,CC,and,1856,Franklin Pierce
42,successfully,RB,successfully,1856,Franklin Pierce
43,organized,VBN,organize,1856,Franklin Pierce
