,word,pos,lemma,year,president
0,the,DT,The,1912,William Taft
1,workman,NN,workman,1912,William Taft
2,'s,POS,'s,1912,William Taft
3,compensation,NN,compensation,1912,William Taft
4,act,NN,act,1912,William Taft
5,reported,VBN,report,1912,William Taft
6,by,IN,by,1912,William Taft
7,the,DT,the,1912,William Taft
8,special,JJ,special,1912,William Taft
9,commission,NN,commission,1912,William Taft
10,appointed,VBN,appoint,1912,William Taft
11,by,IN,by,1912,William Taft
12,congress,NNP,Congress,1912,William Taft
13,and,CC,and,1912,William Taft
14,the,DT,the,1912,William Taft
15,executive,NNP,Executive,1912,William Taft
16,which,WDT,which,1912,William Taft
17,passed,VBD,pass,1912,William Taft
18,the,DT,the,1912,William Taft
19,senate,NNP,Senate,1912,William Taft
20,and,CC,and,1912,William Taft
21,is,VBZ,be,1912,William Taft
22,now,RB,now,1912,William Taft
23,pending,VBG,pending,1912,William Taft
24,in,IN,in,1912,William Taft
25,the,DT,the,1912,William Taft
26,house,NNP,House,1912,William Taft
27,the,DT,the,1912,William Taft
28,passage,NN,passage,1912,William Taft
29,of,IN,of,1912,William Taft
30,which,WDT,which,1912,William Taft
31,i,PRP,I,1912,William Taft
32,have,VBP,have,1912,William Taft
33,in,IN,in,1912,William Taft
34,previous,JJ,previous,1912,William Taft
35,messages,NNS,message,1912,William Taft
36,urged,VBD,urge,1912,William Taft
37,upon,IN,upon,1912,William Taft
38,congress,NNP,Congress,1912,William Taft
39,i,PRP,I,1912,William Taft
40,venture,NN,venture,1912,William Taft
41,again,RB,again,1912,William Taft
42,to,TO,to,1912,William Taft
43,call,VB,call,1912,William Taft
44,to,TO,to,1912,William Taft
45,its,PRP$,its,1912,William Taft
46,attention,NN,attention,1912,William Taft
47,the,DT,The,1912,William Taft
48,opposition,NN,opposition,1912,William Taft
49,to,TO,to,1912,William Taft
50,it,PRP,it,1912,William Taft
51,which,WDT,which,1912,William Taft
52,developed,VBD,develop,1912,William Taft
53,in,IN,in,1912,William Taft
54,the,DT,the,1912,William Taft
55,senate,NNP,Senate,1912,William Taft
56,but,CC,but,1912,William Taft
57,which,WDT,which,1912,William Taft
58,was,VBD,be,1912,William Taft
59,overcome,VBN,overcome,1912,William Taft
60,by,IN,by,1912,William Taft
61,a,DT,a,1912,William Taft
62,majority,NN,majority,1912,William Taft
63,in,IN,in,1912,William Taft
64,that,DT,that,1912,William Taft
65,body,NN,body,1912,William Taft
66,seemed,VBD,seem,1912,William Taft
67,to,TO,to,1912,William Taft
68,me,PRP,me,1912,William Taft
69,to,TO,to,1912,William Taft
70,grow,VB,grow,1912,William Taft
71,out,RP,out,1912,William Taft
72,rather,RB,rather,1912,William Taft
73,of,IN,of,1912,William Taft
74,a,DT,a,1912,William Taft
75,misapprehension,NN,misapprehension,1912,William Taft
76,of,IN,of,1912,William Taft
77,its,PRP$,its,1912,William Taft
78,effect,NN,effect,1912,William Taft
79,than,IN,than,1912,William Taft
80,of,IN,of,1912,William Taft
81,opposition,NN,opposition,1912,William Taft
82,to,TO,to,1912,William Taft
83,its,PRP$,its,1912,William Taft
84,principle,NN,principle,1912,William Taft
85,i,PRP,I,1912,William Taft
86,say,VBP,say,1912,William Taft
87,again,RB,again,1912,William Taft
88,that,IN,that,1912,William Taft
89,i,PRP,I,1912,William Taft
90,think,VBP,think,1912,William Taft
91,no,DT,no,1912,William Taft
92,act,NN,act,1912,William Taft
93,can,MD,can,1912,William Taft
94,have,VB,have,1912,William Taft
95,a,DT,a,1912,William Taft
96,better,JJR,good,1912,William Taft
97,effect,NN,effect,1912,William Taft
98,directly,RB,directly,1912,William Taft
99,upon,IN,upon,1912,William Taft
100,the,DT,the,1912,William Taft
101,relations,NNS,relation,1912,William Taft
102,between,IN,between,1912,William Taft
103,the,DT,the,1912,William Taft
104,employer,NN,employer,1912,William Taft
105,and,CC,and,1912,William Taft
106,employee,NN,employee,1912,William Taft
107,than,IN,than,1912,William Taft
108,this,DT,this,1912,William Taft
109,act,NN,act,1912,William Taft
110,applying,VBG,apply,1912,William Taft
111,to,TO,to,1912,William Taft
112,railroads,NNS,railroad,1912,William Taft
113,and,CC,and,1912,William Taft
114,common,JJ,common,1912,William Taft
115,carriers,NNS,carrier,1912,William Taft
116,of,IN,of,1912,William Taft
117,an,DT,an,1912,William Taft
118,interstate,JJ,interstate,1912,William Taft
119,character,NN,character,1912,William Taft
120,and,CC,and,1912,William Taft
121,i,PRP,I,1912,William Taft
122,am,VBP,be,1912,William Taft
123,sure,JJ,sure,1912,William Taft
124,that,IN,that,1912,William Taft
125,the,DT,the,1912,William Taft
126,passage,NN,passage,1912,William Taft
127,of,IN,of,1912,William Taft
128,the,DT,the,1912,William Taft
129,act,NN,act,1912,William Taft
130,would,MD,would,1912,William Taft
131,greatly,RB,greatly,1912,William Taft
132,relieve,VB,relieve,1912,William Taft
133,the,DT,the,1912,William Taft
134,courts,NNS,court,1912,William Taft
135,of,IN,of,1912,William Taft
136,the,DT,the,1912,William Taft
137,heaviest,JJS,heavy,1912,William Taft
138,burden,NN,burden,1912,William Taft
