,word,pos,lemma,year,president
0,in,IN,In,1814,James Madison
1,the,DT,the,1814,James Madison
2,recent,JJ,recent,1814,James Madison
3,attempt,NN,attempt,1814,James Madison
4,of,IN,of,1814,James Madison
5,the,DT,the,1814,James Madison
6,enemy,NN,enemy,1814,James Madison
7,on,IN,on,1814,James Madison
8,the,DT,the,1814,James Madison
9,city,NN,city,1814,James Madison
10,of,IN,of,1814,James Madison
11,baltimore,NNP,Baltimore,1814,James Madison
12,defended,VBN,defend,1814,James Madison
13,by,IN,by,1814,James Madison
14,militia,NN,militia,1814,James Madison
15,and,CC,and,1814,James Madison
16,volunteers,NNS,volunteer,1814,James Madison
17,aided,VBN,aid,1814,James Madison
18,by,IN,by,1814,James Madison
19,a,DT,a,1814,James Madison
20,small,JJ,small,1814,James Madison
21,body,NN,body,1814,James Madison
22,of,IN,of,1814,James Madison
23,regulars,NNS,regular,1814,James Madison
24,and,CC,and,1814,James Madison
25,sea,NN,sea,1814,James Madison
26,men,NNS,men,1814,James Madison
27,he,PRP,he,1814,James Madison
28,was,VBD,be,1814,James Madison
29,received,VBN,receive,1814,James Madison
30,with,IN,with,1814,James Madison
31,a,DT,a,1814,James Madison
32,spirit,NN,spirit,1814,James Madison
33,which,WDT,which,1814,James Madison
34,produced,VBD,produce,1814,James Madison
35,a,DT,a,1814,James Madison
36,rapid,JJ,rapid,1814,James Madison
37,retreat,NN,retreat,1814,James Madison
38,to,TO,to,1814,James Madison
39,his,PRP$,his,1814,James Madison
40,ships,NNS,ship,1814,James Madison
41,whilst,JJ,whilst,1814,James Madison
42,concurrent,NN,concurrent,1814,James Madison
43,attack,NN,attack,1814,James Madison
44,by,IN,by,1814,James Madison
45,a,DT,a,1814,James Madison
46,large,JJ,large,1814,James Madison
47,fleet,NN,fleet,1814,James Madison
48,was,VBD,be,1814,James Madison
49,successfully,RB,successfully,1814,James Madison
50,resisted,VBN,resist,1814,James Madison
51,by,IN,by,1814,James Madison
52,the,DT,the,1814,James Madison
53,steady,JJ,steady,1814,James Madison
54,and,CC,and,1814,James Madison
55,well-directed,JJ,well-directed,1814,James Madison
56,fire,NN,fire,1814,James Madison
57,of,IN,of,1814,James Madison
58,the,DT,the,1814,James Madison
59,fort,NN,fort,1814,James Madison
60,and,CC,and,1814,James Madison
61,batteries,NNS,battery,1814,James Madison
62,opposed,VBN,oppose,1814,James Madison
63,to,TO,to,1814,James Madison
64,it,PRP,it,1814,James Madison
65,in,IN,In,1814,James Madison
66,another,DT,another,1814,James Madison
67,recent,JJ,recent,1814,James Madison
68,attack,NN,attack,1814,James Madison
69,by,IN,by,1814,James Madison
70,a,DT,a,1814,James Madison
71,powerful,JJ,powerful,1814,James Madison
72,force,NN,force,1814,James Madison
73,on,IN,on,1814,James Madison
74,our,PRP$,our,1814,James Madison
75,troops,NNS,troop,1814,James Madison
76,at,IN,at,1814,James Madison
