,word,pos,lemma,year,president
0,we,PRP,We,1798,John Adams
1,ought,MD,ought,1798,John Adams
2,without,IN,without,1798,John Adams
3,loss,NN,loss,1798,John Adams
4,of,IN,of,1798,John Adams
5,time,NN,time,1798,John Adams
6,to,TO,to,1798,John Adams
7,lay,VB,lay,1798,John Adams
8,the,DT,the,1798,John Adams
9,foundation,NN,foundation,1798,John Adams
10,for,IN,for,1798,John Adams
11,an,DT,an,1798,John Adams
12,increase,NN,increase,1798,John Adams
13,of,IN,of,1798,John Adams
14,our,PRP$,our,1798,John Adams
15,navy,NNP,Navy,1798,John Adams
16,to,TO,to,1798,John Adams
17,a,DT,a,1798,John Adams
18,size,NN,size,1798,John Adams
19,sufficient,NN,sufficient,1798,John Adams
20,to,TO,to,1798,John Adams
21,guard,VB,guard,1798,John Adams
22,our,PRP$,our,1798,John Adams
23,coast,NN,coast,1798,John Adams
24,and,CC,and,1798,John Adams
25,protect,VB,protect,1798,John Adams
26,our,PRP$,our,1798,John Adams
27,trade,NN,trade,1798,John Adams
28,such,PDT,Such,1798,John Adams
29,a,DT,a,1798,John Adams
30,naval,JJ,naval,1798,John Adams
31,force,NN,force,1798,John Adams
32,as,IN,as,1798,John Adams
33,it,PRP,it,1798,John Adams
34,is,VBZ,be,1798,John Adams
35,doubtless,JJ,doubtless,1798,John Adams
36,in,IN,in,1798,John Adams
37,the,DT,the,1798,John Adams
38,power,NN,power,1798,John Adams
39,of,IN,of,1798,John Adams
40,the,DT,the,1798,John Adams
41,united,NNP,United,1798,John Adams
42,states,NNPS,States,1798,John Adams
43,to,TO,to,1798,John Adams
44,create,VB,create,1798,John Adams
45,and,CC,and,1798,John Adams
46,maintain,VB,maintain,1798,John Adams
47,would,MD,would,1798,John Adams
48,also,RB,also,1798,John Adams
49,afford,VB,afford,1798,John Adams
50,to,TO,to,1798,John Adams
51,them,PRP,them,1798,John Adams
52,the,DT,the,1798,John Adams
53,best,JJS,best,1798,John Adams
54,means,NNS,mean,1798,John Adams
55,of,IN,of,1798,John Adams
56,general,JJ,general,1798,John Adams
57,defense,NN,defense,1798,John Adams
58,by,IN,by,1798,John Adams
59,facilitating,VBG,facilitate,1798,John Adams
60,the,DT,the,1798,John Adams
61,safe,JJ,safe,1798,John Adams
62,transportation,NN,transportation,1798,John Adams
63,of,IN,of,1798,John Adams
64,troops,NNS,troop,1798,John Adams
65,and,CC,and,1798,John Adams
66,stores,NNS,store,1798,John Adams
67,to,TO,to,1798,John Adams
68,every,DT,every,1798,John Adams
69,part,NN,part,1798,John Adams
70,of,IN,of,1798,John Adams
71,our,PRP$,our,1798,John Adams
72,extensive,JJ,extensive,1798,John Adams
73,coast,NN,coast,1798,John Adams
74,to,TO,To,1798,John Adams
75,accomplish,VB,accomplish,1798,John Adams
76,this,DT,this,1798,John Adams
77,important,JJ,important,1798,John Adams
78,object,NN,object,1798,John Adams
79,a,DT,a,1798,John Adams
80,prudent,JJ,prudent,1798,John Adams
81,foresight,NN,foresight,1798,John Adams
82,requires,VBZ,require,1798,John Adams
83,that,IN,that,1798,John Adams
84,systematic,JJ,systematic,1798,John Adams
85,measures,NNS,measure,1798,John Adams
86,be,VB,be,1798,John Adams
87,adopted,VBN,adopt,1798,John Adams
88,for,IN,for,1798,John Adams
89,procuring,VBG,procure,1798,John Adams
90,at,IN,at,1798,John Adams
91,all,DT,all,1798,John Adams
92,times,NNS,time,1798,John Adams
93,the,DT,the,1798,John Adams
94,requisite,JJ,requisite,1798,John Adams
95,timber,NN,timber,1798,John Adams
96,and,CC,and,1798,John Adams
97,other,JJ,other,1798,John Adams
98,supplies,NNS,supply,1798,John Adams
99,in,IN,In,1798,John Adams
100,what,WP,what,1798,John Adams
101,manner,NN,manner,1798,John Adams
102,this,DT,this,1798,John Adams
