,word,pos,lemma,year,president
0,fellow-citizens,NNS,Fellow-Citizens,1878,Rutherford B. Hayes
1,of,IN,of,1878,Rutherford B. Hayes
2,the,DT,the,1878,Rutherford B. Hayes
3,senate,NNP,Senate,1878,Rutherford B. Hayes
4,and,CC,and,1878,Rutherford B. Hayes
5,house,NNP,House,1878,Rutherford B. Hayes
6,of,IN,of,1878,Rutherford B. Hayes
7,representatives,NNPS,Representatives,1878,Rutherford B. Hayes
8,our,PRP$,Our,1878,Rutherford B. Hayes
9,heartfelt,NN,heartfelt,1878,Rutherford B. Hayes
10,gratitude,NN,gratitude,1878,Rutherford B. Hayes
11,is,VBZ,be,1878,Rutherford B. Hayes
12,due,JJ,due,1878,Rutherford B. Hayes
13,to,TO,to,1878,Rutherford B. Hayes
14,the,DT,the,1878,Rutherford B. Hayes
15,divine,NNP,Divine,1878,Rutherford B. Hayes
16,being,NNP,Being,1878,Rutherford B. Hayes
17,who,WP,who,1878,Rutherford B. Hayes
18,holds,VBZ,hold,1878,Rutherford B. Hayes
19,in,IN,in,1878,Rutherford B. Hayes
20,his,PRP$,His,1878,Rutherford B. Hayes
21,hands,NNS,hand,1878,Rutherford B. Hayes
22,the,DT,the,1878,Rutherford B. Hayes
23,destinies,NNS,destiny,1878,Rutherford B. Hayes
24,of,IN,of,1878,Rutherford B. Hayes
25,nations,NNS,nation,1878,Rutherford B. Hayes
26,for,IN,for,1878,Rutherford B. Hayes
27,the,DT,the,1878,Rutherford B. Hayes
28,continued,JJ,continued,1878,Rutherford B. Hayes
29,bestowal,NN,bestowal,1878,Rutherford B. Hayes
30,during,IN,during,1878,Rutherford B. Hayes
31,the,DT,the,1878,Rutherford B. Hayes
32,last,JJ,last,1878,Rutherford B. Hayes
33,year,NN,year,1878,Rutherford B. Hayes
34,of,IN,of,1878,Rutherford B. Hayes
35,countless,JJ,countless,1878,Rutherford B. Hayes
36,blessings,NNS,blessing,1878,Rutherford B. Hayes
37,upon,IN,upon,1878,Rutherford B. Hayes
38,our,PRP$,our,1878,Rutherford B. Hayes
39,country,NN,country,1878,Rutherford B. Hayes
40,we,PRP,We,1878,Rutherford B. Hayes
41,are,VBP,be,1878,Rutherford B. Hayes
42,at,IN,at,1878,Rutherford B. Hayes
43,peace,NN,peace,1878,Rutherford B. Hayes
44,with,IN,with,1878,Rutherford B. Hayes
45,all,DT,all,1878,Rutherford B. Hayes
46,other,JJ,other,1878,Rutherford B. Hayes
47,nations,NNS,nation,1878,Rutherford B. Hayes
48,our,PRP$,Our,1878,Rutherford B. Hayes
49,public,JJ,public,1878,Rutherford B. Hayes
50,credit,NN,credit,1878,Rutherford B. Hayes
51,has,VBZ,have,1878,Rutherford B. Hayes
52,greatly,RB,greatly,1878,Rutherford B. Hayes
53,improved,VBN,improve,1878,Rutherford B. Hayes
54,and,CC,and,1878,Rutherford B. Hayes
55,is,VBZ,be,1878,Rutherford B. Hayes
56,perhaps,RB,perhaps,1878,Rutherford B. Hayes
57,now,RB,now,1878,Rutherford B. Hayes
58,stronger,JJR,strong,1878,Rutherford B. Hayes
59,than,IN,than,1878,Rutherford B. Hayes
60,ever,RB,ever,1878,Rutherford B. Hayes
61,before,IN,before,1878,Rutherford B. Hayes
62,abundant,JJ,Abundant,1878,Rutherford B. Hayes
63,harvests,NNS,harvest,1878,Rutherford B. Hayes
64,have,VBP,have,1878,Rutherford B. Hayes
65,rewarded,VBN,reward,1878,Rutherford B. Hayes
66,the,DT,the,1878,Rutherford B. Hayes
67,labors,NNS,labor,1878,Rutherford B. Hayes
68,of,IN,of,1878,Rutherford B. Hayes
69,those,DT,those,1878,Rutherford B. Hayes
70,who,WP,who,1878,Rutherford B. Hayes
71,till,VBP,till,1878,Rutherford B. Hayes
72,the,DT,the,1878,Rutherford B. Hayes
73,soil,NN,soil,1878,Rutherford B. Hayes
74,our,PRP$,our,1878,Rutherford B. Hayes
75,manufacturing,NN,manufacturing,1878,Rutherford B. Hayes
76,industries,NNS,industry,1878,Rutherford B. Hayes
77,are,VBP,be,1878,Rutherford B. Hayes
78,reviving,VBG,revive,1878,Rutherford B. Hayes
79,and,CC,and,1878,Rutherford B. Hayes
80,it,PRP,it,1878,Rutherford B. Hayes
81,is,VBZ,be,1878,Rutherford B. Hayes
82,believed,VBN,believe,1878,Rutherford B. Hayes
83,that,IN,that,1878,Rutherford B. Hayes
84,general,JJ,general,1878,Rutherford B. Hayes
85,prosperity,NN,prosperity,1878,Rutherford B. Hayes
86,which,WDT,which,1878,Rutherford B. Hayes
87,has,VBZ,have,1878,Rutherford B. Hayes
88,been,VBN,be,1878,Rutherford B. Hayes
89,so,RB,so,1878,Rutherford B. Hayes
90,long,RB,long,1878,Rutherford B. Hayes
91,anxiously,RB,anxiously,1878,Rutherford B. Hayes
92,looked,VBN,look,1878,Rutherford B. Hayes
93,for,IN,for,1878,Rutherford B. Hayes
94,is,VBZ,be,1878,Rutherford B. Hayes
95,at,IN,at,1878,Rutherford B. Hayes
96,last,JJ,last,1878,Rutherford B. Hayes
97,within,IN,within,1878,Rutherford B. Hayes
98,our,PRP$,our,1878,Rutherford B. Hayes
99,reach,NN,reach,1878,Rutherford B. Hayes
100,the,DT,The,1878,Rutherford B. Hayes
101,enjoyment,NN,enjoyment,1878,Rutherford B. Hayes
102,of,IN,of,1878,Rutherford B. Hayes
103,health,NN,health,1878,Rutherford B. Hayes
104,by,IN,by,1878,Rutherford B. Hayes
105,our,PRP$,our,1878,Rutherford B. Hayes
106,people,NNS,people,1878,Rutherford B. Hayes
107,generally,RB,generally,1878,Rutherford B. Hayes
108,has,VBZ,have,1878,Rutherford B. Hayes
109,however,RB,however,1878,Rutherford B. Hayes
110,been,VBN,be,1878,Rutherford B. Hayes
111,interrupted,VBN,interrupt,1878,Rutherford B. Hayes
112,during,IN,during,1878,Rutherford B. Hayes
113,the,DT,the,1878,Rutherford B. Hayes
114,past,JJ,past,1878,Rutherford B. Hayes
115,season,NN,season,1878,Rutherford B. Hayes
116,by,IN,by,1878,Rutherford B. Hayes
117,the,DT,the,1878,Rutherford B. Hayes
118,prevalence,NN,prevalence,1878,Rutherford B. Hayes
119,of,IN,of,1878,Rutherford B. Hayes
120,a,DT,a,1878,Rutherford B. Hayes
121,fatal,JJ,fatal,1878,Rutherford B. Hayes
122,pestilence,NN,pestilence,1878,Rutherford B. Hayes
123,the,DT,the,1878,Rutherford B. Hayes
124,yellow,NN,yellow,1878,Rutherford B. Hayes
125,fever,NN,fever,1878,Rutherford B. Hayes
126,in,IN,in,1878,Rutherford B. Hayes
127,some,DT,some,1878,Rutherford B. Hayes
128,portions,NNS,portion,1878,Rutherford B. Hayes
129,of,IN,of,1878,Rutherford B. Hayes
130,the,DT,the,1878,Rutherford B. Hayes
131,southern,NNP,Southern,1878,Rutherford B. Hayes
132,states,NNPS,States,1878,Rutherford B. Hayes
133,creating,VBG,create,1878,Rutherford B. Hayes
134,an,DT,an,1878,Rutherford B. Hayes
135,emergency,NN,emergency,1878,Rutherford B. Hayes
136,which,WDT,which,1878,Rutherford B. Hayes
137,called,VBD,call,1878,Rutherford B. Hayes
138,for,IN,for,1878,Rutherford B. Hayes
139,prompt,NN,prompt,1878,Rutherford B. Hayes
140,and,CC,and,1878,Rutherford B. Hayes
141,extraordinary,JJ,extraordinary,1878,Rutherford B. Hayes
142,measures,NNS,measure,1878,Rutherford B. Hayes
143,of,IN,of,1878,Rutherford B. Hayes
144,relief,NN,relief,1878,Rutherford B. Hayes
145,the,DT,The,1878,Rutherford B. Hayes
146,disease,NN,disease,1878,Rutherford B. Hayes
147,appeared,VBD,appear,1878,Rutherford B. Hayes
148,as,IN,as,1878,Rutherford B. Hayes
149,an,DT,an,1878,Rutherford B. Hayes
150,epidemic,NN,epidemic,1878,Rutherford B. Hayes
151,at,IN,at,1878,Rutherford B. Hayes
152,new,NNP,New,1878,Rutherford B. Hayes
153,orleans,NNP,Orleans,1878,Rutherford B. Hayes
154,and,CC,and,1878,Rutherford B. Hayes
155,at,IN,at,1878,Rutherford B. Hayes
156,other,JJ,other,1878,Rutherford B. Hayes
157,places,NNS,place,1878,Rutherford B. Hayes
158,on,IN,on,1878,Rutherford B. Hayes
159,the,DT,the,1878,Rutherford B. Hayes
160,lower,NNP,Lower,1878,Rutherford B. Hayes
161,mississippi,NNP,Mississippi,1878,Rutherford B. Hayes
162,soon,RB,soon,1878,Rutherford B. Hayes
163,after,IN,after,1878,Rutherford B. Hayes
164,midsummer,NN,midsummer,1878,Rutherford B. Hayes
165,it,PRP,It,1878,Rutherford B. Hayes
166,was,VBD,be,1878,Rutherford B. Hayes
167,rapidly,RB,rapidly,1878,Rutherford B. Hayes
168,spread,VBN,spread,1878,Rutherford B. Hayes
169,by,IN,by,1878,Rutherford B. Hayes
170,fugitives,NNS,fugitive,1878,Rutherford B. Hayes
171,from,IN,from,1878,Rutherford B. Hayes
172,the,DT,the,1878,Rutherford B. Hayes
173,infected,JJ,infected,1878,Rutherford B. Hayes
174,cities,NNS,city,1878,Rutherford B. Hayes
175,and,CC,and,1878,Rutherford B. Hayes
176,towns,NNS,town,1878,Rutherford B. Hayes
177,and,CC,and,1878,Rutherford B. Hayes
178,did,VBD,do,1878,Rutherford B. Hayes
179,not,RB,not,1878,Rutherford B. Hayes
180,disappear,VB,disappear,1878,Rutherford B. Hayes
181,until,IN,until,1878,Rutherford B. Hayes
182,early,RB,early,1878,Rutherford B. Hayes
183,in,IN,in,1878,Rutherford B. Hayes
184,november,NNP,November,1878,Rutherford B. Hayes
185,the,DT,The,1878,Rutherford B. Hayes
186,states,NNPS,States,1878,Rutherford B. Hayes
