,word,pos,lemma,year,president
0,w.,NNP,W.,1865,Andrew Johnson
1,hunter,NNP,HUNTER,1865,Andrew Johnson
2,acting,VBG,Acting,1865,Andrew Johnson
3,secretary,NNP,Secretary,1865,Andrew Johnson
4,of,IN,of,1865,Andrew Johnson
5,state,NNP,State,1865,Andrew Johnson
6,ordered,NNP,Ordered,1865,Andrew Johnson
7,first,RB,first,1865,Andrew Johnson
8,that,IN,That,1865,Andrew Johnson
9,all,DT,all,1865,Andrew Johnson
10,acts,NNS,act,1865,Andrew Johnson
11,and,CC,and,1865,Andrew Johnson
12,proceedings,NNS,proceeding,1865,Andrew Johnson
13,of,IN,of,1865,Andrew Johnson
14,the,DT,the,1865,Andrew Johnson
15,political,JJ,political,1865,Andrew Johnson
16,military,JJ,military,1865,Andrew Johnson
17,and,CC,and,1865,Andrew Johnson
18,civil,JJ,civil,1865,Andrew Johnson
19,organizations,NNS,organization,1865,Andrew Johnson
20,which,WDT,which,1865,Andrew Johnson
21,have,VBP,have,1865,Andrew Johnson
22,been,VBN,be,1865,Andrew Johnson
23,in,IN,in,1865,Andrew Johnson
24,a,DT,a,1865,Andrew Johnson
25,state,NN,state,1865,Andrew Johnson
26,of,IN,of,1865,Andrew Johnson
27,insurrection,NN,insurrection,1865,Andrew Johnson
28,and,CC,and,1865,Andrew Johnson
29,rebellion,NN,rebellion,1865,Andrew Johnson
30,within,IN,within,1865,Andrew Johnson
31,the,DT,the,1865,Andrew Johnson
32,state,NNP,State,1865,Andrew Johnson
33,of,IN,of,1865,Andrew Johnson
34,virginia,NNP,Virginia,1865,Andrew Johnson
35,against,IN,against,1865,Andrew Johnson
36,the,DT,the,1865,Andrew Johnson
37,authority,NN,authority,1865,Andrew Johnson
38,and,CC,and,1865,Andrew Johnson
39,laws,NNS,law,1865,Andrew Johnson
40,of,IN,of,1865,Andrew Johnson
41,the,DT,the,1865,Andrew Johnson
42,united,NNP,United,1865,Andrew Johnson
43,states,NNPS,States,1865,Andrew Johnson
44,and,CC,and,1865,Andrew Johnson
45,of,IN,of,1865,Andrew Johnson
46,which,WDT,which,1865,Andrew Johnson
47,jefferson,NNP,Jefferson,1865,Andrew Johnson
48,davis,NNP,Davis,1865,Andrew Johnson
49,john,NNP,John,1865,Andrew Johnson
50,letcher,NNP,Letcher,1865,Andrew Johnson
51,and,CC,and,1865,Andrew Johnson
52,william,NNP,William,1865,Andrew Johnson
53,smith,NNP,Smith,1865,Andrew Johnson
54,were,VBD,be,1865,Andrew Johnson
55,late,JJ,late,1865,Andrew Johnson
56,the,DT,the,1865,Andrew Johnson
57,respective,JJ,respective,1865,Andrew Johnson
58,chiefs,NNS,chief,1865,Andrew Johnson
59,are,VBP,be,1865,Andrew Johnson
60,declared,VBN,declare,1865,Andrew Johnson
61,null,JJ,null,1865,Andrew Johnson
62,and,CC,and,1865,Andrew Johnson
63,void,JJ,void,1865,Andrew Johnson
64,all,DT,All,1865,Andrew Johnson
65,persons,NNS,person,1865,Andrew Johnson
66,who,WP,who,1865,Andrew Johnson
67,shall,MD,shall,1865,Andrew Johnson
68,exercise,VB,exercise,1865,Andrew Johnson
69,claim,NN,claim,1865,Andrew Johnson
70,pretend,NN,pretend,1865,Andrew Johnson
71,or,CC,or,1865,Andrew Johnson
72,attempt,NN,attempt,1865,Andrew Johnson
73,to,TO,to,1865,Andrew Johnson
74,exercise,VB,exercise,1865,Andrew Johnson
75,any,DT,any,1865,Andrew Johnson
76,political,JJ,political,1865,Andrew Johnson
77,military,JJ,military,1865,Andrew Johnson
78,or,CC,or,1865,Andrew Johnson
79,civil,JJ,civil,1865,Andrew Johnson
80,power,NN,power,1865,Andrew Johnson
81,authority,NN,authority,1865,Andrew Johnson
82,jurisdiction,NN,jurisdiction,1865,Andrew Johnson
83,or,CC,or,1865,Andrew Johnson
84,right,RB,right,1865,Andrew Johnson
85,by,IN,by,1865,Andrew Johnson
86,through,IN,through,1865,Andrew Johnson
87,or,CC,or,1865,Andrew Johnson
88,under,IN,under,1865,Andrew Johnson
89,jefferson,NNP,Jefferson,1865,Andrew Johnson
90,davis,NNP,Davis,1865,Andrew Johnson
91,late,RB,late,1865,Andrew Johnson
92,of,IN,of,1865,Andrew Johnson
93,the,DT,the,1865,Andrew Johnson
94,city,NN,city,1865,Andrew Johnson
95,of,IN,of,1865,Andrew Johnson
96,richmond,NNP,Richmond,1865,Andrew Johnson
97,and,CC,and,1865,Andrew Johnson
98,his,PRP$,his,1865,Andrew Johnson
99,confederates,NNS,confederate,1865,Andrew Johnson
100,or,CC,or,1865,Andrew Johnson
101,under,IN,under,1865,Andrew Johnson
102,john,NNP,John,1865,Andrew Johnson
103,letcher,NNP,Letcher,1865,Andrew Johnson
104,or,CC,or,1865,Andrew Johnson
105,william,NNP,William,1865,Andrew Johnson
106,smith,NNP,Smith,1865,Andrew Johnson
107,and,CC,and,1865,Andrew Johnson
108,their,PRP$,their,1865,Andrew Johnson
109,confederates,NNS,confederate,1865,Andrew Johnson
110,or,CC,or,1865,Andrew Johnson
111,under,IN,under,1865,Andrew Johnson
