,word,pos,lemma,year,president
0,the,DT,The,1819,James Monroe
1,survey,NN,survey,1819,James Monroe
2,of,IN,of,1819,James Monroe
3,the,DT,the,1819,James Monroe
4,coast,NN,coast,1819,James Monroe
5,for,IN,for,1819,James Monroe
6,the,DT,the,1819,James Monroe
7,establishment,NN,establishment,1819,James Monroe
8,of,IN,of,1819,James Monroe
9,fortifications,NNS,fortification,1819,James Monroe
10,is,VBZ,be,1819,James Monroe
11,now,RB,now,1819,James Monroe
12,nearly,RB,nearly,1819,James Monroe
13,completed,VBN,complete,1819,James Monroe
14,and,CC,and,1819,James Monroe
15,considerable,JJ,considerable,1819,James Monroe
16,progress,NN,progress,1819,James Monroe
17,has,VBZ,have,1819,James Monroe
18,been,VBN,be,1819,James Monroe
19,made,VBN,make,1819,James Monroe
20,in,IN,in,1819,James Monroe
21,the,DT,the,1819,James Monroe
22,collection,NN,collection,1819,James Monroe
23,of,IN,of,1819,James Monroe
24,materials,NNS,material,1819,James Monroe
25,for,IN,for,1819,James Monroe
26,the,DT,the,1819,James Monroe
27,construction,NN,construction,1819,James Monroe
28,of,IN,of,1819,James Monroe
29,fortifications,NNS,fortification,1819,James Monroe
30,in,IN,in,1819,James Monroe
31,the,DT,the,1819,James Monroe
32,gulf,NNP,Gulf,1819,James Monroe
33,of,IN,of,1819,James Monroe
34,mexico,NNP,Mexico,1819,James Monroe
35,and,CC,and,1819,James Monroe
36,in,IN,in,1819,James Monroe
37,the,DT,the,1819,James Monroe
38,chesapeake,NNP,Chesapeake,1819,James Monroe
39,bay,NNP,Bay,1819,James Monroe
40,the,DT,The,1819,James Monroe
41,works,NNS,work,1819,James Monroe
42,on,IN,on,1819,James Monroe
43,the,DT,the,1819,James Monroe
44,eastern,JJ,eastern,1819,James Monroe
45,bank,NN,bank,1819,James Monroe
46,of,IN,of,1819,James Monroe
47,the,DT,the,1819,James Monroe
48,potomac,NNP,Potomac,1819,James Monroe
49,below,IN,below,1819,James Monroe
50,alexandria,NNP,Alexandria,1819,James Monroe
51,and,CC,and,1819,James Monroe
52,on,IN,on,1819,James Monroe
53,the,DT,the,1819,James Monroe
54,pea,NNP,Pea,1819,James Monroe
55,patch,NNP,Patch,1819,James Monroe
56,in,IN,in,1819,James Monroe
57,the,DT,the,1819,James Monroe
58,delaware,NNP,Delaware,1819,James Monroe
59,are,VBP,be,1819,James Monroe
60,much,RB,much,1819,James Monroe
61,advanced,JJ,advanced,1819,James Monroe
62,and,CC,and,1819,James Monroe
63,it,PRP,it,1819,James Monroe
64,is,VBZ,be,1819,James Monroe
