,word,pos,lemma,year,president
0,secretary,NNP,Secretary,1898,William McKinley
1,of,IN,of,1898,William McKinley
2,state,NNP,State,1898,William McKinley
3,to,TO,To,1898,William McKinley
4,the,DT,the,1898,William McKinley
5,congress,NNP,Congress,1898,William McKinley
6,of,IN,of,1898,William McKinley
7,the,DT,the,1898,William McKinley
8,united,NNP,United,1898,William McKinley
9,states,NNPS,States,1898,William McKinley
10,obedient,NN,Obedient,1898,William McKinley
11,to,TO,to,1898,William McKinley
12,that,DT,that,1898,William McKinley
13,precept,NN,precept,1898,William McKinley
14,of,IN,of,1898,William McKinley
15,the,DT,the,1898,William McKinley
16,constitution,NNP,Constitution,1898,William McKinley
17,which,WDT,which,1898,William McKinley
18,commands,VBZ,command,1898,William McKinley
19,the,DT,the,1898,William McKinley
20,president,NNP,President,1898,William McKinley
21,to,TO,to,1898,William McKinley
22,give,VB,give,1898,William McKinley
23,from,IN,from,1898,William McKinley
24,time,NN,time,1898,William McKinley
25,to,TO,to,1898,William McKinley
26,time,NN,time,1898,William McKinley
27,to,TO,to,1898,William McKinley
28,the,DT,the,1898,William McKinley
29,congress,NN,congress,1898,William McKinley
30,information,NN,information,1898,William McKinley
31,of,IN,of,1898,William McKinley
32,the,DT,the,1898,William McKinley
33,state,NN,state,1898,William McKinley
34,of,IN,of,1898,William McKinley
35,union,NNP,Union,1898,William McKinley
36,and,CC,and,1898,William McKinley
37,to,TO,to,1898,William McKinley
38,recommend,VB,recommend,1898,William McKinley
39,to,TO,to,1898,William McKinley
40,their,PRP$,their,1898,William McKinley
41,consideration,NN,consideration,1898,William McKinley
42,such,JJ,such,1898,William McKinley
43,measures,NNS,measure,1898,William McKinley
44,as,IN,as,1898,William McKinley
45,shall,MD,shall,1898,William McKinley
46,be,VB,be,1898,William McKinley
47,judged,VBN,judge,1898,William McKinley
48,necessary,JJ,necessary,1898,William McKinley
49,and,CC,and,1898,William McKinley
50,expedient,NN,expedient,1898,William McKinley
