,word,pos,lemma,year,president
0,the,DT,The,1909,William Taft
1,work,NN,work,1909,William Taft
2,of,IN,of,1909,William Taft
3,formulating,VBG,formulate,1909,William Taft
4,into,IN,into,1909,William Taft
5,practical,JJ,practical,1909,William Taft
6,shape,NN,shape,1909,William Taft
7,such,JJ,such,1909,William Taft
8,changes,NNS,change,1909,William Taft
9,is,VBZ,be,1909,William Taft
10,creativeword,NN,creativeword,1909,William Taft
11,of,IN,of,1909,William Taft
12,the,DT,the,1909,William Taft
13,highest,JJS,high,1909,William Taft
14,order,NN,order,1909,William Taft
15,and,CC,and,1909,William Taft
16,requires,VBZ,require,1909,William Taft
17,all,PDT,all,1909,William Taft
18,the,DT,the,1909,William Taft
19,deliberation,NN,deliberation,1909,William Taft
20,possible,JJ,possible,1909,William Taft
21,inthe,NN,inthe,1909,William Taft
22,interval,NN,interval,1909,William Taft
23,i,PRP,I,1909,William Taft
24,believe,VBP,believe,1909,William Taft
25,that,IN,that,1909,William Taft
26,the,DT,the,1909,William Taft
27,amendments,NNS,amendment,1909,William Taft
28,to,TO,to,1909,William Taft
29,be,VB,be,1909,William Taft
30,proposed,VBN,propose,1909,William Taft
31,are,VBP,be,1909,William Taft
32,just,RB,just,1909,William Taft
33,asnecessary,JJ,asnecessary,1909,William Taft
34,in,IN,in,1909,William Taft
35,the,DT,the,1909,William Taft
36,protection,NN,protection,1909,William Taft
37,of,IN,of,1909,William Taft
38,legitimate,JJ,legitimate,1909,William Taft
39,business,NN,business,1909,William Taft
40,as,IN,as,1909,William Taft
41,in,IN,in,1909,William Taft
42,the,DT,the,1909,William Taft
43,clinchingof,NN,clinchingof,1909,William Taft
44,the,DT,the,1909,William Taft
45,reforms,NNS,reform,1909,William Taft
46,which,WDT,which,1909,William Taft
47,properly,RB,properly,1909,William Taft
48,bear,VBP,bear,1909,William Taft
49,the,DT,the,1909,William Taft
50,name,NN,name,1909,William Taft
51,of,IN,of,1909,William Taft
52,my,PRP$,my,1909,William Taft
53,predecessor,NN,predecessor,1909,William Taft
54,a,DT,A,1909,William Taft
55,matter,NN,matter,1909,William Taft
56,of,IN,of,1909,William Taft
57,most,JJS,most,1909,William Taft
58,pressing,VBG,press,1909,William Taft
59,importance,NN,importance,1909,William Taft
60,is,VBZ,be,1909,William Taft
61,the,DT,the,1909,William Taft
62,revision,NN,revision,1909,William Taft
63,of,IN,of,1909,William Taft
64,the,DT,the,1909,William Taft
65,tariff.in,JJ,tariff.In,1909,William Taft
66,accordance,NN,accordance,1909,William Taft
67,with,IN,with,1909,William Taft
68,the,DT,the,1909,William Taft
69,promises,NNS,promise,1909,William Taft
70,of,IN,of,1909,William Taft
71,the,DT,the,1909,William Taft
72,platform,NN,platform,1909,William Taft
73,upon,IN,upon,1909,William Taft
74,which,WDT,which,1909,William Taft
75,i,PRP,I,1909,William Taft
76,was,VBD,be,1909,William Taft
77,elected,VBN,elect,1909,William Taft
78,i,PRP,I,1909,William Taft
79,shall,MD,shall,1909,William Taft
80,call,VB,call,1909,William Taft
81,congress,NNP,Congress,1909,William Taft
82,into,IN,into,1909,William Taft
83,extra,JJ,extra,1909,William Taft
84,session,NN,session,1909,William Taft
85,to,TO,to,1909,William Taft
86,meet,VB,meet,1909,William Taft
87,on,IN,on,1909,William Taft
88,the,DT,the,1909,William Taft
89,15th,JJ,15th,1909,William Taft
90,day,NN,day,1909,William Taft
91,of,IN,of,1909,William Taft
92,march,NNP,March,1909,William Taft
93,in,IN,in,1909,William Taft
94,order,NN,order,1909,William Taft
95,that,IN,that,1909,William Taft
96,consideration,NN,consideration,1909,William Taft
