,word,pos,lemma,year,president
0,your,PRP$,Your,1863,Abraham Lincoln
1,letter,NN,letter,1863,Abraham Lincoln
2,inviting,VBG,invite,1863,Abraham Lincoln
3,me,PRP,me,1863,Abraham Lincoln
4,to,TO,to,1863,Abraham Lincoln
5,attend,VB,attend,1863,Abraham Lincoln
6,a,DT,a,1863,Abraham Lincoln
7,mass-meeting,NN,mass-meeting,1863,Abraham Lincoln
8,of,IN,of,1863,Abraham Lincoln
9,unconditional,JJ,unconditional,1863,Abraham Lincoln
10,union-men,NNS,Union-men,1863,Abraham Lincoln
11,to,TO,to,1863,Abraham Lincoln
12,be,VB,be,1863,Abraham Lincoln
13,held,VBN,hold,1863,Abraham Lincoln
14,at,IN,at,1863,Abraham Lincoln
15,the,DT,the,1863,Abraham Lincoln
16,capital,NN,Capital,1863,Abraham Lincoln
17,of,IN,of,1863,Abraham Lincoln
18,illinois,NNP,Illinois,1863,Abraham Lincoln
19,on,IN,on,1863,Abraham Lincoln
20,the,DT,the,1863,Abraham Lincoln
21,3d,CD,3d,1863,Abraham Lincoln
22,day,NN,day,1863,Abraham Lincoln
23,of,IN,of,1863,Abraham Lincoln
24,september,NNP,September,1863,Abraham Lincoln
25,has,VBZ,have,1863,Abraham Lincoln
26,been,VBN,be,1863,Abraham Lincoln
27,received,VBN,receive,1863,Abraham Lincoln
28,it,PRP,It,1863,Abraham Lincoln
29,would,MD,would,1863,Abraham Lincoln
30,be,VB,be,1863,Abraham Lincoln
31,very,RB,very,1863,Abraham Lincoln
32,agreeable,JJ,agreeable,1863,Abraham Lincoln
33,to,TO,to,1863,Abraham Lincoln
34,me,PRP,me,1863,Abraham Lincoln
35,to,TO,to,1863,Abraham Lincoln
36,thus,RB,thus,1863,Abraham Lincoln
37,meet,VB,meet,1863,Abraham Lincoln
38,my,PRP$,my,1863,Abraham Lincoln
39,old,JJ,old,1863,Abraham Lincoln
40,friends,NNS,friend,1863,Abraham Lincoln
41,at,IN,at,1863,Abraham Lincoln
42,my,PRP$,my,1863,Abraham Lincoln
43,own,JJ,own,1863,Abraham Lincoln
44,home,NN,home,1863,Abraham Lincoln
45,but,CC,but,1863,Abraham Lincoln
46,i,PRP,I,1863,Abraham Lincoln
47,can,MD,can,1863,Abraham Lincoln
48,not,RB,not,1863,Abraham Lincoln
49,just,RB,just,1863,Abraham Lincoln
50,now,RB,now,1863,Abraham Lincoln
51,be,VB,be,1863,Abraham Lincoln
52,absent,VBN,absent,1863,Abraham Lincoln
53,from,IN,from,1863,Abraham Lincoln
54,here,RB,here,1863,Abraham Lincoln
55,so,RB,so,1863,Abraham Lincoln
56,long,RB,long,1863,Abraham Lincoln
57,as,IN,as,1863,Abraham Lincoln
58,a,DT,a,1863,Abraham Lincoln
59,visit,NN,visit,1863,Abraham Lincoln
60,there,RB,there,1863,Abraham Lincoln
61,would,MD,would,1863,Abraham Lincoln
62,require,VB,require,1863,Abraham Lincoln
63,the,DT,The,1863,Abraham Lincoln
64,meeting,NN,meeting,1863,Abraham Lincoln
65,is,VBZ,be,1863,Abraham Lincoln
66,to,TO,to,1863,Abraham Lincoln
67,be,VB,be,1863,Abraham Lincoln
68,of,IN,of,1863,Abraham Lincoln
69,all,PDT,all,1863,Abraham Lincoln
70,those,DT,those,1863,Abraham Lincoln
71,who,WP,who,1863,Abraham Lincoln
72,maintain,VBP,maintain,1863,Abraham Lincoln
73,unconditional,JJ,unconditional,1863,Abraham Lincoln
74,devotion,NN,devotion,1863,Abraham Lincoln
75,to,TO,to,1863,Abraham Lincoln
76,the,DT,the,1863,Abraham Lincoln
77,union,NNP,Union,1863,Abraham Lincoln
78,and,CC,and,1863,Abraham Lincoln
79,i,PRP,I,1863,Abraham Lincoln
80,am,VBP,be,1863,Abraham Lincoln
81,sure,JJ,sure,1863,Abraham Lincoln
82,my,PRP$,my,1863,Abraham Lincoln
83,old,JJ,old,1863,Abraham Lincoln
84,political,JJ,political,1863,Abraham Lincoln
85,friends,NNS,friend,1863,Abraham Lincoln
86,will,MD,will,1863,Abraham Lincoln
87,thank,VB,thank,1863,Abraham Lincoln
88,me,PRP,me,1863,Abraham Lincoln
89,for,IN,for,1863,Abraham Lincoln
90,tendering,VBG,tender,1863,Abraham Lincoln
91,as,IN,as,1863,Abraham Lincoln
92,i,PRP,I,1863,Abraham Lincoln
93,do,VBP,do,1863,Abraham Lincoln
94,the,DT,the,1863,Abraham Lincoln
95,nation,NN,nation,1863,Abraham Lincoln
96,'s,POS,'s,1863,Abraham Lincoln
97,gratitude,NN,gratitude,1863,Abraham Lincoln
98,to,TO,to,1863,Abraham Lincoln
99,those,DT,those,1863,Abraham Lincoln
100,other,JJ,other,1863,Abraham Lincoln
101,noble,JJ,noble,1863,Abraham Lincoln
102,men,NNS,men,1863,Abraham Lincoln
103,whom,WP,whom,1863,Abraham Lincoln
104,no,DT,no,1863,Abraham Lincoln
105,partizan,NN,partizan,1863,Abraham Lincoln
106,malice,NN,malice,1863,Abraham Lincoln
107,or,CC,or,1863,Abraham Lincoln
108,partizan,NNS,partizan,1863,Abraham Lincoln
109,hope,VBP,hope,1863,Abraham Lincoln
110,can,MD,can,1863,Abraham Lincoln
111,make,VB,make,1863,Abraham Lincoln
112,false,JJ,false,1863,Abraham Lincoln
113,to,TO,to,1863,Abraham Lincoln
114,the,DT,the,1863,Abraham Lincoln
115,nation,NN,nation,1863,Abraham Lincoln
116,'s,POS,'s,1863,Abraham Lincoln
117,life,NN,life,1863,Abraham Lincoln
118,there,EX,There,1863,Abraham Lincoln
119,are,VBP,be,1863,Abraham Lincoln
120,those,DT,those,1863,Abraham Lincoln
121,who,WP,who,1863,Abraham Lincoln
122,are,VBP,be,1863,Abraham Lincoln
123,dissatisfied,VBN,dissatisfy,1863,Abraham Lincoln
124,with,IN,with,1863,Abraham Lincoln
125,me,PRP,me,1863,Abraham Lincoln
126,to,TO,To,1863,Abraham Lincoln
127,such,JJ,such,1863,Abraham Lincoln
128,i,PRP,I,1863,Abraham Lincoln
129,would,MD,would,1863,Abraham Lincoln
130,say,VB,say,1863,Abraham Lincoln
131,you,PRP,You,1863,Abraham Lincoln
132,desire,VBP,desire,1863,Abraham Lincoln
133,peace,NN,peace,1863,Abraham Lincoln
134,and,CC,and,1863,Abraham Lincoln
135,you,PRP,you,1863,Abraham Lincoln
136,blame,VBP,blame,1863,Abraham Lincoln
137,me,PRP,me,1863,Abraham Lincoln
138,that,IN,that,1863,Abraham Lincoln
139,we,PRP,we,1863,Abraham Lincoln
140,do,VBP,do,1863,Abraham Lincoln
141,not,RB,not,1863,Abraham Lincoln
142,have,VB,have,1863,Abraham Lincoln
143,it,PRP,it,1863,Abraham Lincoln
144,but,CC,But,1863,Abraham Lincoln
145,how,WRB,how,1863,Abraham Lincoln
146,can,MD,can,1863,Abraham Lincoln
147,we,PRP,we,1863,Abraham Lincoln
148,attain,VB,attain,1863,Abraham Lincoln
149,it,PRP,it,1863,Abraham Lincoln
150,there,EX,There,1863,Abraham Lincoln
151,are,VBP,be,1863,Abraham Lincoln
152,but,CC,but,1863,Abraham Lincoln
153,three,CD,three,1863,Abraham Lincoln
154,conceivable,JJ,conceivable,1863,Abraham Lincoln
155,ways,NNS,way,1863,Abraham Lincoln
156,first,NNP,First,1863,Abraham Lincoln
157,to,TO,to,1863,Abraham Lincoln
158,suppress,VB,suppress,1863,Abraham Lincoln
159,the,DT,the,1863,Abraham Lincoln
160,rebellion,NN,rebellion,1863,Abraham Lincoln
161,by,IN,by,1863,Abraham Lincoln
162,force,NN,force,1863,Abraham Lincoln
163,of,IN,of,1863,Abraham Lincoln
164,arms,NNS,arm,1863,Abraham Lincoln
165,this,DT,This,1863,Abraham Lincoln
166,i,PRP,I,1863,Abraham Lincoln
167,am,VBP,be,1863,Abraham Lincoln
168,trying,VBG,try,1863,Abraham Lincoln
169,to,TO,to,1863,Abraham Lincoln
170,do,VB,do,1863,Abraham Lincoln
171,are,VB,Are,1863,Abraham Lincoln
172,you,PRP,you,1863,Abraham Lincoln
173,for,IN,for,1863,Abraham Lincoln
174,it,PRP,it,1863,Abraham Lincoln
175,if,IN,If,1863,Abraham Lincoln
176,you,PRP,you,1863,Abraham Lincoln
177,are,VBP,be,1863,Abraham Lincoln
178,so,RB,so,1863,Abraham Lincoln
179,far,RB,far,1863,Abraham Lincoln
180,we,PRP,we,1863,Abraham Lincoln
181,are,VBP,be,1863,Abraham Lincoln
182,agreed,VBN,agree,1863,Abraham Lincoln
183,if,IN,If,1863,Abraham Lincoln
184,you,PRP,you,1863,Abraham Lincoln
185,are,VBP,be,1863,Abraham Lincoln
186,not,RB,not,1863,Abraham Lincoln
187,for,IN,for,1863,Abraham Lincoln
188,it,PRP,it,1863,Abraham Lincoln
189,a,DT,a,1863,Abraham Lincoln
190,second,JJ,second,1863,Abraham Lincoln
191,way,NN,way,1863,Abraham Lincoln
192,is,VBZ,be,1863,Abraham Lincoln
193,to,TO,to,1863,Abraham Lincoln
194,give,VB,give,1863,Abraham Lincoln
195,up,RP,up,1863,Abraham Lincoln
196,the,DT,the,1863,Abraham Lincoln
197,union,NNP,Union,1863,Abraham Lincoln
198,i,PRP,I,1863,Abraham Lincoln
199,am,VBP,be,1863,Abraham Lincoln
200,against,IN,against,1863,Abraham Lincoln
201,this,DT,this,1863,Abraham Lincoln
202,are,NNP,Are,1863,Abraham Lincoln
203,you,PRP,you,1863,Abraham Lincoln
204,for,IN,for,1863,Abraham Lincoln
205,it,PRP,it,1863,Abraham Lincoln
206,if,IN,If,1863,Abraham Lincoln
207,you,PRP,you,1863,Abraham Lincoln
208,are,VBP,be,1863,Abraham Lincoln
209,you,PRP,you,1863,Abraham Lincoln
210,should,MD,should,1863,Abraham Lincoln
211,say,VB,say,1863,Abraham Lincoln
212,so,RB,so,1863,Abraham Lincoln
213,plainly,RB,plainly,1863,Abraham Lincoln
214,if,IN,If,1863,Abraham Lincoln
215,you,PRP,you,1863,Abraham Lincoln
216,are,VBP,be,1863,Abraham Lincoln
217,not,RB,not,1863,Abraham Lincoln
218,for,IN,for,1863,Abraham Lincoln
219,force,NN,force,1863,Abraham Lincoln
220,nor,CC,nor,1863,Abraham Lincoln
221,yet,RB,yet,1863,Abraham Lincoln
222,for,IN,for,1863,Abraham Lincoln
223,dissolution,NN,dissolution,1863,Abraham Lincoln
224,there,EX,there,1863,Abraham Lincoln
225,only,RB,only,1863,Abraham Lincoln
226,remains,VBZ,remain,1863,Abraham Lincoln
227,some,DT,some,1863,Abraham Lincoln
228,imaginable,JJ,imaginable,1863,Abraham Lincoln
229,compromise,NN,compromise,1863,Abraham Lincoln
230,i,PRP,I,1863,Abraham Lincoln
231,do,VBP,do,1863,Abraham Lincoln
232,not,RB,not,1863,Abraham Lincoln
233,believe,VB,believe,1863,Abraham Lincoln
234,any,DT,any,1863,Abraham Lincoln
235,compromise,NN,compromise,1863,Abraham Lincoln
236,embracing,VBG,embrace,1863,Abraham Lincoln
237,the,DT,the,1863,Abraham Lincoln
238,maintenance,NN,maintenance,1863,Abraham Lincoln
239,of,IN,of,1863,Abraham Lincoln
240,the,DT,the,1863,Abraham Lincoln
241,union,NNP,Union,1863,Abraham Lincoln
242,is,VBZ,be,1863,Abraham Lincoln
243,now,RB,now,1863,Abraham Lincoln
244,possible,JJ,possible,1863,Abraham Lincoln
245,all,DT,All,1863,Abraham Lincoln
246,i,PRP,I,1863,Abraham Lincoln
247,learn,VBP,learn,1863,Abraham Lincoln
248,leads,VBZ,lead,1863,Abraham Lincoln
249,to,TO,to,1863,Abraham Lincoln
250,a,DT,a,1863,Abraham Lincoln
251,directly,RB,directly,1863,Abraham Lincoln
252,opposite,JJ,opposite,1863,Abraham Lincoln
253,belief,NN,belief,1863,Abraham Lincoln
254,the,DT,The,1863,Abraham Lincoln
255,strength,NN,strength,1863,Abraham Lincoln
256,of,IN,of,1863,Abraham Lincoln
257,the,DT,the,1863,Abraham Lincoln
258,rebellion,NN,rebellion,1863,Abraham Lincoln
259,is,VBZ,be,1863,Abraham Lincoln
260,its,PRP$,its,1863,Abraham Lincoln
261,military,JJ,military,1863,Abraham Lincoln
262,--,:,--,1863,Abraham Lincoln
263,-its,NNS,-its,1863,Abraham Lincoln
264,army,VBP,army,1863,Abraham Lincoln
265,that,DT,That,1863,Abraham Lincoln
266,army,NN,army,1863,Abraham Lincoln
267,dominates,VBZ,dominate,1863,Abraham Lincoln
268,all,PDT,all,1863,Abraham Lincoln
269,the,DT,the,1863,Abraham Lincoln
270,country,NN,country,1863,Abraham Lincoln
271,and,CC,and,1863,Abraham Lincoln
272,all,PDT,all,1863,Abraham Lincoln
273,the,DT,the,1863,Abraham Lincoln
274,people,NNS,people,1863,Abraham Lincoln
275,within,IN,within,1863,Abraham Lincoln
276,its,PRP$,its,1863,Abraham Lincoln
277,range,NN,range,1863,Abraham Lincoln
278,any,DT,Any,1863,Abraham Lincoln
279,offer,NN,offer,1863,Abraham Lincoln
280,of,IN,of,1863,Abraham Lincoln
281,terms,NNS,term,1863,Abraham Lincoln
282,made,VBN,make,1863,Abraham Lincoln
283,by,IN,by,1863,Abraham Lincoln
284,any,DT,any,1863,Abraham Lincoln
285,man,NN,man,1863,Abraham Lincoln
286,or,CC,or,1863,Abraham Lincoln
287,men,NNS,men,1863,Abraham Lincoln
288,within,IN,within,1863,Abraham Lincoln
289,that,DT,that,1863,Abraham Lincoln
290,range,NN,range,1863,Abraham Lincoln
291,in,IN,in,1863,Abraham Lincoln
292,opposition,NN,opposition,1863,Abraham Lincoln
293,to,TO,to,1863,Abraham Lincoln
294,that,DT,that,1863,Abraham Lincoln
295,army,NN,army,1863,Abraham Lincoln
296,is,VBZ,be,1863,Abraham Lincoln
297,simply,RB,simply,1863,Abraham Lincoln
298,nothing,NN,nothing,1863,Abraham Lincoln
