,word,pos,lemma,year,president
0,for,IN,For,1872,Ulysses S. Grant
1,pensions,NNS,pension,1872,Ulysses S. Grant
2,"28,533,402.76",CD,"28,533,402.76",1872,Ulysses S. Grant
3,for,IN,For,1872,Ulysses S. Grant
4,military,JJ,military,1872,Ulysses S. Grant
5,establishment,NN,establishment,1872,Ulysses S. Grant
6,including,VBG,include,1872,Ulysses S. Grant
7,fortifications,NNS,fortification,1872,Ulysses S. Grant
8,river,NN,river,1872,Ulysses S. Grant
9,and,CC,and,1872,Ulysses S. Grant
10,harbor,NN,harbor,1872,Ulysses S. Grant
11,improvements,NNS,improvement,1872,Ulysses S. Grant
12,and,CC,and,1872,Ulysses S. Grant
13,arsenals,NNS,arsenal,1872,Ulysses S. Grant
14,"35,372,157.20",CD,"35,372,157.20",1872,Ulysses S. Grant
15,for,IN,For,1872,Ulysses S. Grant
16,naval,JJ,naval,1872,Ulysses S. Grant
17,establishments,NNS,establishment,1872,Ulysses S. Grant
18,including,VBG,include,1872,Ulysses S. Grant
19,vessels,NNS,vessel,1872,Ulysses S. Grant
20,and,CC,and,1872,Ulysses S. Grant
21,machinery,NN,machinery,1872,Ulysses S. Grant
22,and,CC,and,1872,Ulysses S. Grant
23,improvements,NNS,improvement,1872,Ulysses S. Grant
24,at,IN,at,1872,Ulysses S. Grant
25,navy-yards,NNS,navy-yards,1872,Ulysses S. Grant
26,"21,249,809.99",CD,"21,249,809.99",1872,Ulysses S. Grant
27,for,IN,For,1872,Ulysses S. Grant
28,miscellaneous,JJ,miscellaneous,1872,Ulysses S. Grant
29,civil,JJ,civil,1872,Ulysses S. Grant
30,including,VBG,include,1872,Ulysses S. Grant
31,public,JJ,public,1872,Ulysses S. Grant
32,buildings,NNS,building,1872,Ulysses S. Grant
33,light-houses,NNS,light-houses,1872,Ulysses S. Grant
34,and,CC,and,1872,Ulysses S. Grant
35,collecting,VBG,collect,1872,Ulysses S. Grant
36,the,DT,the,1872,Ulysses S. Grant
37,revenue,NN,revenue,1872,Ulysses S. Grant
38,"42,958,329.08",CD,"42,958,329.08",1872,Ulysses S. Grant
39,for,IN,For,1872,Ulysses S. Grant
40,interest,NN,interest,1872,Ulysses S. Grant
41,on,IN,on,1872,Ulysses S. Grant
42,the,DT,the,1872,Ulysses S. Grant
43,public,JJ,public,1872,Ulysses S. Grant
44,debt,NN,debt,1872,Ulysses S. Grant
45,"117,357,839.72",CD,"117,357,839.72",1872,Ulysses S. Grant
46,total,JJ,Total,1872,Ulysses S. Grant
47,exclusive,JJ,exclusive,1872,Ulysses S. Grant
48,of,IN,of,1872,Ulysses S. Grant
49,principal,JJ,principal,1872,Ulysses S. Grant
50,and,CC,and,1872,Ulysses S. Grant
51,premium,NN,premium,1872,Ulysses S. Grant
52,on,IN,on,1872,Ulysses S. Grant
53,the,DT,the,1872,Ulysses S. Grant
54,public,JJ,public,1872,Ulysses S. Grant
55,debt,NN,debt,1872,Ulysses S. Grant
56,"270,559,695.91",CD,"270,559,695.91",1872,Ulysses S. Grant
57,for,IN,For,1872,Ulysses S. Grant
58,premium,NN,premium,1872,Ulysses S. Grant
59,on,IN,on,1872,Ulysses S. Grant
60,bonds,NNS,bond,1872,Ulysses S. Grant
61,purchased,VBN,purchase,1872,Ulysses S. Grant
62,"6,958,266.76",CD,"6,958,266.76",1872,Ulysses S. Grant
63,for,IN,For,1872,Ulysses S. Grant
64,redemption,NN,redemption,1872,Ulysses S. Grant
65,of,IN,of,1872,Ulysses S. Grant
66,the,DT,the,1872,Ulysses S. Grant
67,public,JJ,public,1872,Ulysses S. Grant
68,debt,NN,debt,1872,Ulysses S. Grant
69,"99,960,253.54",CD,"99,960,253.54",1872,Ulysses S. Grant
70,"106,918,520.30",CD,"106,918,520.30",1872,Ulysses S. Grant
71,total,JJ,Total,1872,Ulysses S. Grant
72,net,JJ,net,1872,Ulysses S. Grant
73,disbursements,NNS,disbursement,1872,Ulysses S. Grant
74,"377,478,216.21",CD,"377,478,216.21",1872,Ulysses S. Grant
75,balance,NN,Balance,1872,Ulysses S. Grant
76,in,IN,in,1872,Ulysses S. Grant
77,treasury,NNP,Treasury,1872,Ulysses S. Grant
78,june,NNP,June,1872,Ulysses S. Grant
79,30,CD,30,1872,Ulysses S. Grant
80,1872,CD,1872,1872,Ulysses S. Grant
81,"106,564,356.94",CD,"106,564,356.94",1872,Ulysses S. Grant
82,total,JJ,Total,1872,Ulysses S. Grant
83,"484,042,573.15",CD,"484,042,573.15",1872,Ulysses S. Grant
84,from,IN,From,1872,Ulysses S. Grant
85,the,DT,the,1872,Ulysses S. Grant
86,foregoing,VBG,forego,1872,Ulysses S. Grant
87,statement,NN,statement,1872,Ulysses S. Grant
88,it,PRP,it,1872,Ulysses S. Grant
89,appears,VBZ,appear,1872,Ulysses S. Grant
90,that,IN,that,1872,Ulysses S. Grant
91,the,DT,the,1872,Ulysses S. Grant
92,net,JJ,net,1872,Ulysses S. Grant
93,reduction,NN,reduction,1872,Ulysses S. Grant
94,of,IN,of,1872,Ulysses S. Grant
95,the,DT,the,1872,Ulysses S. Grant
96,principal,NN,principal,1872,Ulysses S. Grant
97,of,IN,of,1872,Ulysses S. Grant
98,the,DT,the,1872,Ulysses S. Grant
99,debt,NN,debt,1872,Ulysses S. Grant
100,during,IN,during,1872,Ulysses S. Grant
101,the,DT,the,1872,Ulysses S. Grant
102,fiscal,JJ,fiscal,1872,Ulysses S. Grant
103,year,NN,year,1872,Ulysses S. Grant
104,ending,VBG,end,1872,Ulysses S. Grant
105,june,NNP,June,1872,Ulysses S. Grant
106,30,CD,30,1872,Ulysses S. Grant
107,1872,CD,1872,1872,Ulysses S. Grant
108,was,VBD,be,1872,Ulysses S. Grant
109,"99,960,253.54",CD,"99,960,253.54",1872,Ulysses S. Grant
110,the,DT,The,1872,Ulysses S. Grant
111,source,NN,source,1872,Ulysses S. Grant
112,of,IN,of,1872,Ulysses S. Grant
113,this,DT,this,1872,Ulysses S. Grant
114,reduction,NN,reduction,1872,Ulysses S. Grant
115,is,VBZ,be,1872,Ulysses S. Grant
116,as,IN,as,1872,Ulysses S. Grant
117,follows,VBZ,follow,1872,Ulysses S. Grant
118,net,JJ,Net,1872,Ulysses S. Grant
119,ordinary,JJ,ordinary,1872,Ulysses S. Grant
120,receipts,NNS,receipt,1872,Ulysses S. Grant
121,during,IN,during,1872,Ulysses S. Grant
122,the,DT,the,1872,Ulysses S. Grant
123,year,NN,year,1872,Ulysses S. Grant
124,"364,694,229.91",CD,"364,694,229.91",1872,Ulysses S. Grant
125,net,JJ,Net,1872,Ulysses S. Grant
126,ordinary,JJ,ordinary,1872,Ulysses S. Grant
127,expenditures,NNS,expenditure,1872,Ulysses S. Grant
128,including,VBG,include,1872,Ulysses S. Grant
129,interest,NN,interest,1872,Ulysses S. Grant
130,on,IN,on,1872,Ulysses S. Grant
131,the,DT,the,1872,Ulysses S. Grant
132,public,JJ,public,1872,Ulysses S. Grant
133,debt,NN,debt,1872,Ulysses S. Grant
134,"270,559,695.91",CD,"270,559,695.91",1872,Ulysses S. Grant
135,leaving,VBG,Leaving,1872,Ulysses S. Grant
136,surplus,NN,surplus,1872,Ulysses S. Grant
137,revenue,NN,revenue,1872,Ulysses S. Grant
138,"94,134,534.00",CD,"94,134,534.00",1872,Ulysses S. Grant
139,add,NNP,Add,1872,Ulysses S. Grant
140,amount,NN,amount,1872,Ulysses S. Grant
141,received,VBD,receive,1872,Ulysses S. Grant
142,from,IN,from,1872,Ulysses S. Grant
143,premium,NN,premium,1872,Ulysses S. Grant
144,on,IN,on,1872,Ulysses S. Grant
145,sales,NNS,sale,1872,Ulysses S. Grant
146,of,IN,of,1872,Ulysses S. Grant
147,gold,NN,gold,1872,Ulysses S. Grant
148,in,IN,in,1872,Ulysses S. Grant
149,excess,NN,excess,1872,Ulysses S. Grant
150,of,IN,of,1872,Ulysses S. Grant
151,the,DT,the,1872,Ulysses S. Grant
152,premium,NN,premium,1872,Ulysses S. Grant
153,paid,VBN,pay,1872,Ulysses S. Grant
154,on,IN,on,1872,Ulysses S. Grant
155,bonds,NNS,bond,1872,Ulysses S. Grant
156,purchased,VBN,purchase,1872,Ulysses S. Grant
157,"2,454,370.89",CD,"2,454,370.89",1872,Ulysses S. Grant
158,add,IN,Add,1872,Ulysses S. Grant
159,the,DT,the,1872,Ulysses S. Grant
160,amount,NN,amount,1872,Ulysses S. Grant
161,of,IN,of,1872,Ulysses S. Grant
162,the,DT,the,1872,Ulysses S. Grant
163,reduction,NN,reduction,1872,Ulysses S. Grant
164,of,IN,of,1872,Ulysses S. Grant
165,the,DT,the,1872,Ulysses S. Grant
166,cash,NN,cash,1872,Ulysses S. Grant
167,balance,NN,balance,1872,Ulysses S. Grant
168,at,IN,at,1872,Ulysses S. Grant
169,the,DT,the,1872,Ulysses S. Grant
170,close,NN,close,1872,Ulysses S. Grant
171,of,IN,of,1872,Ulysses S. Grant
172,the,DT,the,1872,Ulysses S. Grant
173,year,NN,year,1872,Ulysses S. Grant
174,accompanied,VBN,accompany,1872,Ulysses S. Grant
175,with,IN,with,1872,Ulysses S. Grant
176,same,JJ,same,1872,Ulysses S. Grant
177,at,IN,at,1872,Ulysses S. Grant
178,commencement,NN,commencement,1872,Ulysses S. Grant
179,of,IN,of,1872,Ulysses S. Grant
180,the,DT,the,1872,Ulysses S. Grant
181,year,NN,year,1872,Ulysses S. Grant
182,"3,371,348.65",CD,"3,371,348.65",1872,Ulysses S. Grant
183,total,JJ,Total,1872,Ulysses S. Grant
184,"99,960,253.54",CD,"99,960,253.54",1872,Ulysses S. Grant
185,this,DT,This,1872,Ulysses S. Grant
186,statement,NN,statement,1872,Ulysses S. Grant
187,treats,VBZ,treat,1872,Ulysses S. Grant
188,solely,RB,solely,1872,Ulysses S. Grant
189,of,IN,of,1872,Ulysses S. Grant
190,the,DT,the,1872,Ulysses S. Grant
191,principal,NN,principal,1872,Ulysses S. Grant
192,of,IN,of,1872,Ulysses S. Grant
193,the,DT,the,1872,Ulysses S. Grant
194,public,JJ,public,1872,Ulysses S. Grant
195,debt,NN,debt,1872,Ulysses S. Grant
196,by,IN,By,1872,Ulysses S. Grant
197,the,DT,the,1872,Ulysses S. Grant
198,monthly,JJ,monthly,1872,Ulysses S. Grant
199,statement,NN,statement,1872,Ulysses S. Grant
200,of,IN,of,1872,Ulysses S. Grant
201,the,DT,the,1872,Ulysses S. Grant
202,public,JJ,public,1872,Ulysses S. Grant
203,debt,NN,debt,1872,Ulysses S. Grant
204,which,WDT,which,1872,Ulysses S. Grant
205,adds,VBZ,add,1872,Ulysses S. Grant
206,together,RB,together,1872,Ulysses S. Grant
207,the,DT,the,1872,Ulysses S. Grant
208,principal,NN,principal,1872,Ulysses S. Grant
209,interest,NN,interest,1872,Ulysses S. Grant
210,due,JJ,due,1872,Ulysses S. Grant
211,and,CC,and,1872,Ulysses S. Grant
212,unpaid,JJ,unpaid,1872,Ulysses S. Grant
213,and,CC,and,1872,Ulysses S. Grant
214,interest,NN,interest,1872,Ulysses S. Grant
215,accrued,VBN,accrue,1872,Ulysses S. Grant
216,to,TO,to,1872,Ulysses S. Grant
217,date,NN,date,1872,Ulysses S. Grant
218,not,RB,not,1872,Ulysses S. Grant
219,due,JJ,due,1872,Ulysses S. Grant
220,and,CC,and,1872,Ulysses S. Grant
221,deducts,VBZ,deduct,1872,Ulysses S. Grant
222,the,DT,the,1872,Ulysses S. Grant
223,cash,NN,cash,1872,Ulysses S. Grant
224,in,IN,in,1872,Ulysses S. Grant
225,the,DT,the,1872,Ulysses S. Grant
226,treasury,NNP,Treasury,1872,Ulysses S. Grant
227,as,IN,as,1872,Ulysses S. Grant
228,ascertained,VBN,ascertain,1872,Ulysses S. Grant
229,on,IN,on,1872,Ulysses S. Grant
230,the,DT,the,1872,Ulysses S. Grant
231,day,NN,day,1872,Ulysses S. Grant
232,of,IN,of,1872,Ulysses S. Grant
233,publication,NN,publication,1872,Ulysses S. Grant
234,the,DT,the,1872,Ulysses S. Grant
235,reduction,NN,reduction,1872,Ulysses S. Grant
236,was,VBD,be,1872,Ulysses S. Grant
237,"100,544,491.28",CD,"100,544,491.28",1872,Ulysses S. Grant
238,the,DT,The,1872,Ulysses S. Grant
239,source,NN,source,1872,Ulysses S. Grant
240,of,IN,of,1872,Ulysses S. Grant
241,this,DT,this,1872,Ulysses S. Grant
242,reduction,NN,reduction,1872,Ulysses S. Grant
243,is,VBZ,be,1872,Ulysses S. Grant
244,as,IN,as,1872,Ulysses S. Grant
