selection_order,series_id,series_label,series_kind,instrument,query,grouping_active,family_label,family_form_count,family_forms,period_kind,period,period_order,period_start,period_end,x,display_value,display_unit,numerator_count,denominator_count,denominator_unit,point,lo_sampling,hi_sampling,lo,hi,n_paragraphs,n_speeches,n_paired_paragraphs,ci_status,interval_unresolvable,disagreement_band_applied,disagreement_half_width,ci_components,disagreement_status,agreement_source,value_status,source_scope
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,1942,153,1940,1944,1942,0.1403,"uses per 10,000 indexed words",1,71268,indexed source-document words,0.1403,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,1943,154,1941,1945,1943,0.1279,"uses per 10,000 indexed words",1,78186,indexed source-document words,0.1279,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,1944,155,1942,1946,1944,0.0,"uses per 10,000 indexed words",0,59173,indexed source-document words,0.0,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed_zero,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,1945,156,1943,1947,1945,0.0,"uses per 10,000 indexed words",0,49671,indexed source-document words,0.0,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed_zero,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,1947,157,1945,1949,1947,0.0,"uses per 10,000 indexed words",0,32244,indexed source-document words,0.0,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed_zero,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,1948,158,1946,1950,1948,,"uses per 10,000 indexed words",,,indexed source-document words,,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,unknown_low_words,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,1949,159,1947,1951,1949,,"uses per 10,000 indexed words",,,indexed source-document words,,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,unknown_low_words,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,1951,160,1949,1953,1951,0.2822,"uses per 10,000 indexed words",1,35430,indexed source-document words,0.2822,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,1952,161,1950,1954,1952,0.2552,"uses per 10,000 indexed words",1,39185,indexed source-document words,0.2552,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,1953,162,1951,1955,1953,0.4305,"uses per 10,000 indexed words",2,46455,indexed source-document words,0.4305,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,1954,163,1952,1956,1954,0.5294,"uses per 10,000 indexed words",3,56664,indexed source-document words,0.5294,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,1955,164,1953,1957,1955,0.5519,"uses per 10,000 indexed words",3,54355,indexed source-document words,0.5519,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,1956,165,1954,1958,1956,0.4973,"uses per 10,000 indexed words",2,40217,indexed source-document words,0.4973,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,1957,166,1955,1959,1957,0.5105,"uses per 10,000 indexed words",2,39179,indexed source-document words,0.5105,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,1958,167,1956,1960,1958,0.1174,"uses per 10,000 indexed words",1,85183,indexed source-document words,0.1174,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,1959,168,1957,1961,1959,0.3797,"uses per 10,000 indexed words",5,131676,indexed source-document words,0.3797,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,1960,169,1958,1962,1960,0.489,"uses per 10,000 indexed words",7,143158,indexed source-document words,0.489,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,1961,170,1959,1963,1961,0.4034,"uses per 10,000 indexed words",7,173540,indexed source-document words,0.4034,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,1962,171,1960,1964,1962,0.2991,"uses per 10,000 indexed words",7,234017,indexed source-document words,0.2991,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,1963,172,1961,1965,1963,0.3211,"uses per 10,000 indexed words",8,249132,indexed source-document words,0.3211,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,1964,173,1962,1966,1964,0.1776,"uses per 10,000 indexed words",4,225288,indexed source-document words,0.1776,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,1965,174,1963,1967,1965,0.0787,"uses per 10,000 indexed words",2,254162,indexed source-document words,0.0787,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,1966,175,1964,1968,1966,0.167,"uses per 10,000 indexed words",4,239531,indexed source-document words,0.167,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,1967,176,1965,1969,1967,0.2118,"uses per 10,000 indexed words",4,188847,indexed source-document words,0.2118,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,1968,177,1966,1970,1968,0.2351,"uses per 10,000 indexed words",3,127604,indexed source-document words,0.2351,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,1969,178,1967,1971,1969,0.1938,"uses per 10,000 indexed words",2,103184,indexed source-document words,0.1938,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,1970,179,1968,1972,1970,0.3147,"uses per 10,000 indexed words",2,63553,indexed source-document words,0.3147,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,1971,180,1969,1973,1971,0.0,"uses per 10,000 indexed words",0,52211,indexed source-document words,0.0,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed_zero,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,1972,181,1970,1974,1972,0.0,"uses per 10,000 indexed words",0,65172,indexed source-document words,0.0,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed_zero,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,1973,182,1971,1975,1973,0.0,"uses per 10,000 indexed words",0,76898,indexed source-document words,0.0,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed_zero,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,1974,183,1972,1976,1974,0.0,"uses per 10,000 indexed words",0,113642,indexed source-document words,0.0,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed_zero,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,1975,184,1973,1977,1975,0.0,"uses per 10,000 indexed words",0,126860,indexed source-document words,0.0,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed_zero,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,1976,185,1974,1978,1976,0.0,"uses per 10,000 indexed words",0,126927,indexed source-document words,0.0,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed_zero,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,1977,186,1975,1979,1977,0.0,"uses per 10,000 indexed words",0,109719,indexed source-document words,0.0,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed_zero,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,1978,187,1976,1980,1978,0.0,"uses per 10,000 indexed words",0,120907,indexed source-document words,0.0,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed_zero,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,1979,188,1977,1981,1979,0.0,"uses per 10,000 indexed words",0,103085,indexed source-document words,0.0,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed_zero,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,1980,189,1978,1982,1980,0.0,"uses per 10,000 indexed words",0,103524,indexed source-document words,0.0,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed_zero,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,1981,190,1979,1983,1981,0.0,"uses per 10,000 indexed words",0,129948,indexed source-document words,0.0,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed_zero,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,1982,191,1980,1984,1982,0.0,"uses per 10,000 indexed words",0,168626,indexed source-document words,0.0,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed_zero,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,1983,192,1981,1985,1983,0.0,"uses per 10,000 indexed words",0,148878,indexed source-document words,0.0,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed_zero,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,1984,193,1982,1986,1984,0.0,"uses per 10,000 indexed words",0,131439,indexed source-document words,0.0,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed_zero,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,1985,194,1983,1987,1985,0.0,"uses per 10,000 indexed words",0,119819,indexed source-document words,0.0,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed_zero,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,1986,195,1984,1988,1986,0.0,"uses per 10,000 indexed words",0,132200,indexed source-document words,0.0,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed_zero,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,1987,196,1985,1989,1987,0.0,"uses per 10,000 indexed words",0,96603,indexed source-document words,0.0,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed_zero,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,1988,197,1986,1990,1988,0.0,"uses per 10,000 indexed words",0,100413,indexed source-document words,0.0,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed_zero,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,1989,198,1987,1991,1989,0.0,"uses per 10,000 indexed words",0,108884,indexed source-document words,0.0,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed_zero,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,1990,199,1988,1992,1990,0.0,"uses per 10,000 indexed words",0,128172,indexed source-document words,0.0,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed_zero,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,1991,200,1989,1993,1991,0.0,"uses per 10,000 indexed words",0,119246,indexed source-document words,0.0,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed_zero,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,1992,201,1990,1994,1992,0.0,"uses per 10,000 indexed words",0,115053,indexed source-document words,0.0,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed_zero,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,1993,202,1991,1995,1993,0.0,"uses per 10,000 indexed words",0,128003,indexed source-document words,0.0,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed_zero,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,1994,203,1992,1996,1994,0.0,"uses per 10,000 indexed words",0,142439,indexed source-document words,0.0,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed_zero,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,1995,204,1993,1997,1995,0.0,"uses per 10,000 indexed words",0,121216,indexed source-document words,0.0,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed_zero,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,1996,205,1994,1998,1996,0.0,"uses per 10,000 indexed words",0,94537,indexed source-document words,0.0,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed_zero,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,1997,206,1995,1999,1997,0.0,"uses per 10,000 indexed words",0,96129,indexed source-document words,0.0,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed_zero,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,1998,207,1996,2000,1998,0.0,"uses per 10,000 indexed words",0,78081,indexed source-document words,0.0,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed_zero,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,1999,208,1997,2001,1999,0.0,"uses per 10,000 indexed words",0,52750,indexed source-document words,0.0,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed_zero,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,2000,209,1998,2002,2000,0.0,"uses per 10,000 indexed words",0,56755,indexed source-document words,0.0,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed_zero,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,2001,210,1999,2003,2001,0.0,"uses per 10,000 indexed words",0,57838,indexed source-document words,0.0,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed_zero,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,2002,211,2000,2004,2002,0.0,"uses per 10,000 indexed words",0,61959,indexed source-document words,0.0,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed_zero,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,2003,212,2001,2005,2003,0.0,"uses per 10,000 indexed words",0,66694,indexed source-document words,0.0,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed_zero,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,2004,213,2002,2006,2004,0.0,"uses per 10,000 indexed words",0,63669,indexed source-document words,0.0,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed_zero,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,2005,214,2003,2007,2005,0.0,"uses per 10,000 indexed words",0,61563,indexed source-document words,0.0,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed_zero,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,2006,215,2004,2008,2006,0.1472,"uses per 10,000 indexed words",1,67944,indexed source-document words,0.1472,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,2007,216,2005,2009,2007,0.1049,"uses per 10,000 indexed words",1,95308,indexed source-document words,0.1049,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,2008,217,2006,2010,2008,0.0814,"uses per 10,000 indexed words",1,122787,indexed source-document words,0.0814,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,2009,218,2007,2011,2009,0.0696,"uses per 10,000 indexed words",1,143748,indexed source-document words,0.0696,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,2010,219,2008,2012,2010,0.068,"uses per 10,000 indexed words",1,147121,indexed source-document words,0.068,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,2011,220,2009,2013,2011,0.0,"uses per 10,000 indexed words",0,167911,indexed source-document words,0.0,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed_zero,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,2012,221,2010,2014,2012,0.0,"uses per 10,000 indexed words",0,134441,indexed source-document words,0.0,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed_zero,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,2013,222,2011,2015,2013,0.0,"uses per 10,000 indexed words",0,106568,indexed source-document words,0.0,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed_zero,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,2014,223,2012,2016,2014,0.0,"uses per 10,000 indexed words",0,93452,indexed source-document words,0.0,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed_zero,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,2015,224,2013,2017,2015,0.0,"uses per 10,000 indexed words",0,103243,indexed source-document words,0.0,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed_zero,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,2016,225,2014,2018,2016,0.3942,"uses per 10,000 indexed words",4,101478,indexed source-document words,0.3942,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,2017,226,2015,2019,2017,0.5026,"uses per 10,000 indexed words",6,119388,indexed source-document words,0.5026,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,2018,227,2016,2020,2018,0.264,"uses per 10,000 indexed words",6,227289,indexed source-document words,0.264,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,2019,228,2017,2021,2019,0.2261,"uses per 10,000 indexed words",6,265365,indexed source-document words,0.2261,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,2020,229,2018,2022,2020,0.2265,"uses per 10,000 indexed words",6,264896,indexed source-document words,0.2265,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,2021,230,2019,2023,2021,0.084,"uses per 10,000 indexed words",2,237962,indexed source-document words,0.084,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,2022,231,2020,2024,2022,0.0,"uses per 10,000 indexed words",0,230791,indexed source-document words,0.0,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed_zero,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,2023,232,2021,2025,2023,0.9436,"uses per 10,000 indexed words",14,148374,indexed source-document words,0.9436,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,2024,233,2022,2026,2024,1.2423,"uses per 10,000 indexed words",14,112698,indexed source-document words,1.2423,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed,Complete source-document transcripts
1,lexical-exact:tariff,tariff,lexical-exact,Exact lexical form,tariff,false,,,,centered_year5,2025,234,2023,2027,2025,1.5906,"uses per 10,000 indexed words",14,88017,indexed source-document words,1.5906,,,,,,,,not_applicable_lexical_rate,false,false,,not_applicable_lexical_rate,not_applicable_lexical_rate,not applicable,observed,Complete source-document transcripts
